Transcript_ID_clean	metric	gene_id	gene_name	protein_coding_class	n	n_AC	n_TOL	n_AC_TPM_ge_1	n_TOL_TPM_ge_1	mean_AC	mean_TOL	median_AC	median_TOL	delta_AC_minus_TOL	cohen_d	welch_p_value	mannwhitney_p_value	estimate_adjusted_AC_minus_TOL	ci_low	ci_high	p_value	mean_TPM_AC	mean_TPM_TOL	mean_log2TPM_AC	mean_log2TPM_TOL	KDmax	n_protein_rows_max_per_sample	FDR	direction	abs_effect	minus_log10_p	minus_log10_FDR
ENST00000273853	fraction_contribution_log2TPM	ENSG00000145241.11	CENPC	Amyloidogenic	8	4	4	4	4	5.163113229047132e-05	4.520052259011693e-05	5.1242356855130334e-05	4.492956969982795e-05	6.43060970035439e-06	1.0410556760346408	0.1919865994850224	0.2	6.430609700354397e-06	-3.454480952404572e-06	1.6315700353113365e-05	0.20229947316440822	4.68479	4.0542525	2.4717073250012387	2.280195637939877	2.74285714285714	2	0.9165430585039337	higher_in_AC	1.0410556760346408	0.6940052482330921	0.03784712739418907
ENST00000616435	fraction_contribution_log2TPM	ENSG00000050130.18	JKAMP	Amyloidogenic	8	4	4	4	4	6.928688364331462e-05	4.5759078138140245e-05	6.672768738045338e-05	4.4414173753371485e-05	2.3527805505174376e-05	1.033558841853375	0.23397294684871736	0.4857142857142857	2.3527805505174376e-05	-1.2901314152318272e-05	5.995692516266702e-05	0.20556826163630992	11.913937500000001	4.46012	3.249401360549854	2.3369423514797214	3.4	2	0.9165430585039337	higher_in_AC	1.033558841853375	0.6870439366622844	0.03784712739418907
ENST00000395148	fraction_contribution_log2TPM	ENSG00000003402.21	CFLAR	Amyloidogenic	8	4	4	4	4	6.168695217562341e-05	4.684857306600828e-05	6.351490044162689e-05	4.5971317839361815e-05	1.4838379109615136e-05	1.0201981115944208	0.19926718455347234	0.2	1.4838379109615143e-05	-8.437409751368527e-06	3.811416797059881e-05	0.21148868501862372	8.124690000000001	5.067724999999999	2.9978073342916614	2.401955056139772	2.62857142857143	2	0.9165430585039337	higher_in_AC	1.0201981115944208	0.6747128631136506	0.03784712739418907
ENST00000451320	fraction_contribution_log2TPM	ENSG00000164144.16	ARFIP1	Amyloidogenic	7	3	4	3	4	9.004814602050836e-05	6.985047476609321e-05	9.884770878776631e-05	6.863070817660942e-05	2.0197671254415154e-05	1.0124753413757082	0.33804806617545724	0.6285714285714286	2.0197671254415126e-05	-1.881704174713691e-05	5.921238425596716e-05	0.3102674444268514	19.74011333333333	11.1411625	4.269121446210361	3.521561007647607	2.1	2	0.9165430585039337	higher_in_AC	1.0124753413757082	0.5082637914397367	0.03784712739418907
ENST00000518237	fraction_contribution_log2TPM	ENSG00000131203.13	IDO1	Amyloidogenic	7	3	4	3	4	5.006854346909102e-05	6.539521216579336e-05	4.710933110031118e-05	6.419580351719006e-05	-1.5326668696702342e-05	-0.995126410687581	0.3159019527248653	0.4	-1.5326668696702335e-05	-4.4728929123846595e-05	1.4075591730441928e-05	0.306932102827858	4.80038	10.7148975	2.3913131261726654	3.329326120348968	3.11428571428571	2	0.9165430585039337	higher_in_TOL	0.995126410687581	0.5129576852017795	0.03784712739418907
ENST00000296140	fraction_contribution_log2TPM	ENSG00000163823.4	CCR1	Amyloidogenic	7	3	4	3	4	0.00014374621561322572	0.00012018335939110956	0.00014471979145008515	0.0001273428956686905	2.356285622211616e-05	0.9747105024474323	0.2902191657481054	0.4	2.3562856222116132e-05	-2.110660656161206e-05	6.823231900584433e-05	0.30119765242317165	126.27303333333334	93.19115000000002	6.836753060123165	6.033584366138569	4.07142857142857	2	0.9165430585039337	higher_in_AC	0.9747105024474323	0.5211484174103662	0.03784712739418907
ENST00000202677	fraction_contribution_log2TPM	ENSG00000188559.16	RALGAPA2	Amyloidogenic	6	3	3	3	3	5.9763245351211004e-05	5.357227010404264e-05	6.019414824159749e-05	5.391133182247042e-05	6.1909752471683616e-06	0.9742795734395241	0.3522906196730256	0.7	6.190975247168345e-06	-6.263446301249906e-06	1.8645396795586597e-05	0.329917744019659	6.902153333333334	6.492079999999999	2.9666840752638186	2.894657137580683	3.34285714285714	2	0.9165430585039337	higher_in_AC	0.9742795734395241	0.4815943260957869	0.03784712739418907
ENST00000504110	fraction_contribution_log2TPM	ENSG00000164096.13	C4orf3	Amyloidogenic	7	3	4	3	4	0.000133193898851475	0.00011374266921419533	0.00013608803002313982	0.0001146455665383216	1.945122963727968e-05	0.968717398279033	0.324589831994413	0.4	1.945122963727967e-05	-1.8818620778262713e-05	5.7721080052822056e-05	0.3191620609774751	84.17606666666667	52.975125000000006	6.404334872954986	5.675716260665844	3.74285714285714	2	0.9165430585039337	higher_in_AC	0.968717398279033	0.4959887391489761	0.03784712739418907
ENST00000308742	fraction_contribution_log2TPM	ENSG00000175548.9	ALG10B	Amyloidogenic	7	4	3	4	3	4.3116120138575864e-05	3.735156965512337e-05	4.007882437030465e-05	3.6582223699255324e-05	5.764550483452497e-06	0.9647432393497646	0.26182623304873415	0.22857142857142856	5.764550483452495e-06	-3.86038643887245e-06	1.538948740577744e-05	0.24045181913789226	3.4649975	2.827666666666667	2.0844947079207574	1.9018414021293497	3.82857142857143	2	0.9165430585039337	higher_in_AC	0.9647432393497646	0.6189719329234661	0.03784712739418907
ENST00000281741	fraction_contribution_log2TPM	ENSG00000087301.10	TXNDC16	Amyloidogenic	7	3	4	3	4	4.090111913682433e-05	4.676187077355959e-05	3.960859414025063e-05	5.037205784638571e-05	-5.860751636735262e-06	-0.9590639321397255	0.2586048494410312	0.4	-5.860751636735259e-06	-1.581353005846626e-05	4.092026784995741e-06	0.24844432333402522	3.190653333333333	4.099685	2.050351694816245	2.319675811719045	3.31428571428571	2	0.9165430585039337	higher_in_TOL	0.9590639321397255	0.6047709219326298	0.03784712739418907
ENST00000371361	fraction_contribution_log2TPM	ENSG00000173145.11	NOC3L	Amyloidogenic	6	3	3	3	3	7.364941481190997e-05	5.3974125925849536e-05	8.05088684562299e-05	5.7194644324956726e-05	1.9675288886060436e-05	0.9545395435647955	0.3396876926777047	0.4	1.967528888606042e-05	-2.072414544023677e-05	6.00747232123576e-05	0.3398106027969703	11.095476666666665	5.88607	3.4663809275458335	2.7066620833042454	3.44285714285714	2	0.9165430585039337	higher_in_AC	0.9545395435647955	0.46876307436521475	0.03784712739418907
ENST00000440180	fraction_contribution_log2TPM	ENSG00000003402.21	CFLAR	Amyloidogenic	7	3	4	3	4	4.5425909155250744e-05	4.984766780979332e-05	4.467200665430011e-05	4.936578862817911e-05	-4.421758654542573e-06	-0.9383915850338674	0.3309755591761292	0.4	-4.421758654542566e-06	-1.3351715206144198e-05	4.508197897059066e-06	0.33179928442280493	3.7896200000000007	4.8120025	2.2559550374280257	2.5054281130126075	2.5	2	0.9165430585039337	higher_in_TOL	0.9383915850338674	0.47912455493481154	0.03784712739418907
ENST00000514350	fraction_contribution_log2TPM	ENSG00000145703.17	IQGAP2	Amyloidogenic	7	3	4	3	4	0.00011365904760221933	9.780343108745925e-05	0.000112514265416555	9.58713771561291e-05	1.5855616514760077e-05	0.9370033072879789	0.2626789320754317	0.4	1.585561651476007e-05	-1.2144443772438624e-05	4.385567680195876e-05	0.2670548894080156	46.140366666666665	40.077349999999996	5.461864936081144	4.928883012400428	2.62857142857143	3	0.9165430585039337	higher_in_AC	0.9370033072879789	0.5733994662869346	0.03784712739418907
ENST00000040738	fraction_contribution_log2TPM	ENSG00000038219.13	BOD1L1	Amyloidogenic	7	3	4	3	4	7.574903541038156e-05	6.45416940311507e-05	6.910759502752351e-05	6.855334953627767e-05	1.1207341379230863e-05	0.9171470481094742	0.31272227047644685	0.8571428571428571	1.1207341379230866e-05	-1.1312440518913803e-05	3.3727123277375535e-05	0.32935769578638396	13.846196666666666	8.9592075	3.786502862145548	3.224321906978822	2.85714285714285	2	0.9165430585039337	higher_in_AC	0.9171470481094742	0.4823321843599725	0.03784712739418907
ENST00000216373	fraction_contribution_log2TPM	ENSG00000100485.12	SOS2	Amyloidogenic	8	4	4	4	4	7.080027231032673e-05	5.8183830314699735e-05	6.760501351813988e-05	6.522381560945895e-05	1.261644199562699e-05	0.8996823722515427	0.25251492405238896	0.34285714285714286	1.261644199562699e-05	-9.824968276490007e-06	3.505785226774399e-05	0.27051324833571744	10.147755	8.70162	3.3820582304959728	3.0197798197686123	3.0	2	0.9165430585039337	higher_in_AC	0.8996823722515427	0.5678114605455763	0.03784712739418907
ENST00000373078	fraction_contribution_log2TPM	ENSG00000171169.9	NAIF1	Amyloidogenic	8	4	4	4	4	5.900558905307776e-05	6.866132192391997e-05	5.959157005873694e-05	6.727854379686447e-05	-9.655732870842214e-06	-0.898272122162932	0.25974415165637116	0.34285714285714286	-9.65573287084221e-06	-2.6857766100213606e-05	7.5463003585291846e-06	0.27126495298636	6.936540000000001	10.443950000000001	2.8535825151929837	3.4446870186924308	2.72857142857143	2	0.9165430585039337	higher_in_TOL	0.898272122162932	0.5666063127914293	0.03784712739418907
ENST00000651721	fraction_contribution_log2TPM	ENSG00000065150.21	IPO5	Amyloidogenic	7	3	4	3	4	4.203039128244897e-05	3.445765557455135e-05	4.353965740263702e-05	3.3016264928400056e-05	7.57273570789762e-06	0.8899772488835652	0.3062412431806705	0.4	7.572735707897625e-06	-7.736693062787573e-06	2.288216447858282e-05	0.3323023583951038	3.1349366666666665	2.3642325	2.0288125424021177	1.7117709539519579	2.82857142857143	2	0.9165430585039337	higher_in_AC	0.8899772488835652	0.47846657646325363	0.03784712739418907
ENST00000261574	fraction_contribution_log2TPM	ENSG00000065150.21	IPO5	Amyloidogenic	7	3	4	3	4	4.70078115096029e-05	3.87478447249424e-05	4.8809560553771965e-05	3.781387470331119e-05	8.259966784660503e-06	0.8811729024550631	0.31550868859225906	0.4	8.259966784660491e-06	-8.723880941972208e-06	2.5243814511293192e-05	0.3404817741975924	3.8991933333333333	2.8894075	2.268037036681786	1.9213875800716471	2.82857142857143	2	0.9165430585039337	higher_in_AC	0.8811729024550631	0.4679061306741408	0.03784712739418907
ENST00000261597	fraction_contribution_log2TPM	ENSG00000080986.13	NDC80	Amyloidogenic	7	3	4	3	4	5.539913500450032e-05	4.706159453725675e-05	5.494197168344533e-05	4.7924521502506866e-05	8.337540467243569e-06	0.8786035979239272	0.2913820971090169	0.6285714285714286	8.337540467243569e-06	-7.227303292306756e-06	2.3902384226793895e-05	0.29377148972628786	5.893813333333333	5.181905	2.767867129752535	2.4226855014224347	2.77142857142857	2	0.9165430585039337	higher_in_AC	0.8786035979239272	0.5319903544115061	0.03784712739418907
ENST00000297591	fraction_contribution_log2TPM	ENSG00000164944.12	VIRMA	Amyloidogenic	7	3	4	3	4	6.111691868709984e-05	7.258975319100531e-05	5.34164278883362e-05	7.008244933660491e-05	-1.1472834503905473e-05	-0.8785924984986956	0.33821091007870396	0.4	-1.147283450390547e-05	-3.5741304814015095e-05	1.2795635806204156e-05	0.3541518512223757	7.2783766666666665	13.3047275	2.9377224082919713	3.675936633078756	4.17142857142857	2	0.9165430585039337	higher_in_TOL	0.8785924984986956	0.45081048371576465	0.03784712739418907
ENST00000680827	fraction_contribution_log2TPM	ENSG00000127022.16	CANX	Amyloidogenic	7	3	4	3	4	0.00010679141716525961	9.320106001374151e-05	0.00010693956592949284	9.447608356490438e-05	1.3590357151518101e-05	0.87842820185682	0.3410629313629383	0.4	1.35903571515181e-05	-1.5247720843915642e-05	4.242843514695184e-05	0.35566279655992383	32.93443333333334	30.4586075	5.072410409571476	4.736808166344165	3.72857142857143	2	0.9165430585039337	higher_in_AC	0.87842820185682	0.44896156099851203	0.03784712739418907
ENST00000325602	fraction_contribution_log2TPM	ENSG00000181631.7	P2RY13	Amyloidogenic	7	3	4	3	4	0.00013632648467374925	0.00011476724786503543	0.00013292619163246462	0.00010877062174369925	2.155923680871382e-05	0.8657187465301514	0.37551981716445154	0.8571428571428571	2.1559236808713838e-05	-2.618057845803111e-05	6.929905207545879e-05	0.37609346814631384	91.0605	63.712875000000004	6.430275511928621	5.781951294288872	3.65714285714286	2	0.9165430585039337	higher_in_AC	0.8657187465301514	0.42470420917969115	0.03784712739418907
ENST00000395090	fraction_contribution_log2TPM	ENSG00000139970.18	RTN1	Amyloidogenic	8	4	4	4	4	7.201729205411261e-05	8.674193554595418e-05	7.040425080513248e-05	8.695938041670891e-05	-1.4724643491841575e-05	-0.8542106412995476	0.2801711190920431	0.34285714285714286	-1.4724643491841548e-05	-4.231023321734728e-05	1.286094623366419e-05	0.2954732718391908	12.4227675	18.95265	3.4763956722847573	4.296553085635651	3.35714285714286	2	0.9165430585039337	higher_in_TOL	0.8542106412995476	0.529481798768354	0.03784712739418907
ENST00000370323	fraction_contribution_log2TPM	ENSG00000124260.12	MAGEA10	Amyloidogenic	7	4	3	4	3	4.915020128932012e-05	5.529879459534331e-05	4.872502538152421e-05	5.66280897521874e-05	-6.14859330602319e-06	-0.8529777930551324	0.33628219413215005	0.4	-6.148593306023192e-06	-1.932654855686074e-05	7.029361944814357e-06	0.3604628920337145	4.1871075	6.8595266666666666	2.348839515765786	2.9657702255156	3.5	2	0.9165430585039337	higher_in_TOL	0.8529777930551324	0.44313943722606747	0.03784712739418907
ENST00000370280	fraction_contribution_log2TPM	ENSG00000117500.13	TMED5	Amyloidogenic	6	3	3	3	3	8.541062270072411e-05	0.00016751952118836764	9.499661061228732e-05	9.756591999138972e-05	-8.210889848764353e-05	-0.8527273478104304	0.4020090702945271	0.7	-8.210889848764356e-05	-0.0002708333298774212	0.0001066155329021341	0.3938105214280385	18.022433333333336	26.026243333333337	4.195318645069542	4.279893576552477	3.28571428571429	2	0.9165430585039337	higher_in_TOL	0.8527273478104304	0.4047126850056759	0.03784712739418907
ENST00000369985	fraction_contribution_log2TPM	ENSG00000196586.17	MYO6	Amyloidogenic	7	3	4	3	4	4.2018974735615495e-05	3.711088901325556e-05	4.434733951988831e-05	3.771754355857691e-05	4.908085722359937e-06	0.8432044805599832	0.3729361430485009	0.4	4.908085722359937e-06	-6.109861256322784e-06	1.5926032701042655e-05	0.3826134343718107	3.1159833333333338	2.665415	2.0313123824898582	1.857992503905174	2.44285714285714	2	0.9165430585039337	higher_in_AC	0.8432044805599832	0.417239785037647	0.03784712739418907
ENST00000261875	fraction_contribution_log2TPM	ENSG00000074696.13	HACD3	Amyloidogenic	6	3	3	3	3	5.0496802538210935e-05	5.6026265240195356e-05	5.36800070801519e-05	5.689369994200682e-05	-5.529462701984421e-06	-0.8416127446846392	0.36120027559273976	0.4	-5.529462701984431e-06	-1.840658204005712e-05	7.347656636088257e-06	0.4000047531479054	4.681146666666667	6.416856666666667	2.5056877618618842	2.774952139693852	3.67142857142857	1	0.9165430585039337	higher_in_TOL	0.8416127446846392	0.39793484803793167	0.03784712739418907
ENST00000645377	fraction_contribution_log2TPM	ENSG00000185825.17	BCAP31	Amyloidogenic	8	4	4	4	4	9.466280111556382e-05	7.739033705181727e-05	9.450756560295714e-05	7.709060721912438e-05	1.7272464063746543e-05	0.8406550717230675	0.30537325867783366	0.4857142857142857	1.7272464063746564e-05	-1.5608074456093713e-05	5.015300258358684e-05	0.3032034565303573	23.124025	15.718935	4.425313217116381	3.9051047033448287	4.17142857142857	2	0.9165430585039337	higher_in_AC	0.8406550717230675	0.5182658520389811	0.03784712739418907
ENST00000402030	fraction_contribution_log2TPM	ENSG00000128604.21	IRF5	Amyloidogenic	7	3	4	3	4	5.638708990247788e-05	7.219638349428013e-05	6.376909324748773e-05	7.293049615291008e-05	-1.5809293591802247e-05	-0.8327168237121677	0.40309815137940463	0.4	-1.5809293591802224e-05	-5.261671510981369e-05	2.099812792620924e-05	0.3998822895014783	5.876746666666667	11.4677775	2.6247037176792616	3.605238497354759	2.38571428571429	2	0.9165430585039337	higher_in_TOL	0.8327168237121677	0.39806783003028007	0.03784712739418907
ENST00000517309	fraction_contribution_log2TPM	ENSG00000156471.13	PTDSS1	Amyloidogenic	7	3	4	3	4	9.796637977044552e-05	8.873976145810742e-05	9.807669083970108e-05	8.912841595264885e-05	9.226618312338107e-06	0.8324104692902821	0.3726115584547415	0.4	9.2266183123381e-06	-1.1636161944409158e-05	3.008939856908536e-05	0.3860520837335337	24.7767	21.214725	4.6714483980849275	4.430561740170375	3.67142857142857	2	0.9165430585039337	higher_in_AC	0.8324104692902821	0.4133540990791538	0.03784712739418907
ENST00000253329	fraction_contribution_log2TPM	ENSG00000131013.4	PPIL4	Amyloidogenic	7	3	4	3	4	0.00010059289265036968	8.005232986169799e-05	0.00011670174375771096	7.987433055722374e-05	2.0540562788671693e-05	0.8264451151263407	0.38328623356319985	0.4	2.0540562788671703e-05	-2.6607139857162683e-05	6.768826543450609e-05	0.3931681565984019	29.660933333333332	19.673657499999997	4.77219162535295	4.084283184486605	2.48571428571428	2	0.9165430585039337	higher_in_AC	0.8264451151263407	0.4054216637127876	0.03784712739418907
ENST00000396060	fraction_contribution_log2TPM	ENSG00000140307.11	GTF2A2	Amyloidogenic	8	4	4	4	4	0.00011080396738055064	9.840612146972567e-05	0.00011271550369018875	9.985086957270926e-05	1.2397845910824972e-05	0.8165578281266235	0.2966502362108318	0.4857142857142857	1.2397845910824986e-05	-1.1899662950851377e-05	3.669535477250135e-05	0.31727420771519266	38.885475	30.712650000000004	5.256309199205585	4.9052169026224695	2.52857142857143	2	0.9165430585039337	higher_in_AC	0.8165578281266235	0.49856523172012596	0.03784712739418907
ENST00000642047	fraction_contribution_log2TPM	ENSG00000170683.7	OR10A3	Amyloidogenic	6	3	3	3	3	4.291014943165473e-05	3.4907461541676185e-05	3.7880998480963054e-05	3.601935131267675e-05	8.002687889978542e-06	0.8103118696143503	0.39795454604250263	0.7	8.002687889978534e-06	-1.1354032197730036e-05	2.7359407977687102e-05	0.4177609551297514	4.52572	2.7189533333333333	2.218104074610989	1.8768722535453175	3.32857142857143	2	0.9165430585039337	higher_in_AC	0.8103118696143503	0.37907215258952803	0.03784712739418907
ENST00000697961	fraction_contribution_log2TPM	ENSG00000100906.12	NFKBIA	Amyloidogenic	8	4	4	4	4	7.849567115466589e-05	5.981202366614973e-05	8.080569955941073e-05	5.868353688315029e-05	1.8683647488516156e-05	0.803438391052774	0.3202501372388116	0.4857142857142857	1.868364748851617e-05	-1.853079748673929e-05	5.589809246377163e-05	0.3251120470730625	15.677025	8.0794625	3.7345338434413815	3.021816766045226	2.57142857142857	2	0.9165430585039337	higher_in_AC	0.803438391052774	0.4879669373620182	0.03784712739418907
ENST00000642000	fraction_contribution_log2TPM	ENSG00000127530.4	OR7C1	Amyloidogenic	7	4	3	4	3	6.047122741194498e-05	5.2537711029018746e-05	6.109379131644994e-05	5.358879902114338e-05	7.933516382926233e-06	0.8022892224082333	0.3357449723723444	0.4	7.93351638292625e-06	-7.99763387166018e-06	2.386466663751268e-05	0.32904568498916553	7.3457775000000005	5.827663333333334	2.920925020381809	2.686186132364124	3.81428571428571	2	0.9165430585039337	higher_in_AC	0.8022892224082333	0.48274380004004414	0.03784712739418907
ENST00000251195	fraction_contribution_log2TPM	ENSG00000092853.14	CLSPN	Amyloidogenic	8	4	4	4	4	3.493428742594577e-05	6.838309322268914e-05	3.3793480748742966e-05	4.274627909328425e-05	-3.344880579674337e-05	-0.7991640440659531	0.3368543773819943	0.34285714285714286	-3.3448805796743345e-05	-0.0001004291141585952	3.353150256510851e-05	0.3276926156865012	2.7030200000000004	3.3055775	1.732311171021226	1.9405470979228658	2.28571428571429	2	0.9165430585039337	higher_in_TOL	0.7991640440659531	0.4845333450159709	0.03784712739418907
ENST00000399035	fraction_contribution_log2TPM	ENSG00000122545.22	SEPTIN7	Amyloidogenic	8	4	4	4	4	0.00012914973077218553	0.00011156171635339975	0.0001324669136745996	0.00010956181784285387	1.758801441878578e-05	0.7977068191681276	0.3315100084889849	0.34285714285714286	1.7588014418785808e-05	-1.7695835803742974e-05	5.287186464131459e-05	0.3285754221472389	71.17842499999999	52.97517500000001	6.0579143296647215	5.606030971773788	2.37142857142857	2	0.9165430585039337	higher_in_AC	0.7977068191681276	0.48336492545675885	0.03784712739418907
ENST00000315596	fraction_contribution_log2TPM	ENSG00000083642.19	PDS5B	Amyloidogenic	7	3	4	3	4	5.628381901832242e-05	4.567281614107666e-05	5.984156703113653e-05	4.761392678101882e-05	1.0611002877245755e-05	0.7891119178250108	0.4187336664455442	0.6285714285714286	1.0611002877245748e-05	-1.5322145511618915e-05	3.654415126611041e-05	0.4225797596182904	5.106396666666667	4.306695	2.496583302350014	2.319235971804719	3.2	2	0.9165430585039337	higher_in_AC	0.7891119178250108	0.37409130826950693	0.03784712739418907
ENST00000454076	fraction_contribution_log2TPM	ENSG00000067829.20	IDH3G	Amyloidogenic	6	3	3	3	3	5.92671083358359e-05	8.391950125068105e-05	5.08764688951609e-05	7.526842811184538e-05	-2.465239291484515e-05	-0.784982663365415	0.3970353876596384	0.4	-2.465239291484517e-05	-8.62050927396751e-05	3.690030690998476e-05	0.43246373333466037	10.941056666666666	24.567733333333337	2.9678033061238493	4.46036306696981	2.24285714285714	2	0.9165430585039337	higher_in_TOL	0.784982663365415	0.36405030686514395	0.03784712739418907
ENST00000421807	fraction_contribution_log2TPM	ENSG00000132376.20	INPP5K	Amyloidogenic	8	4	4	4	4	7.367674701730093e-05	8.16920103155765e-05	7.549127231730747e-05	8.306590264748137e-05	-8.015263298275568e-06	-0.7813765235036002	0.3349145671955515	0.34285714285714286	-8.01526329827555e-06	-2.44309817985836e-05	8.400455202032498e-06	0.3385738722703371	11.777327499999998	16.590725	3.557887703750415	4.057775983039803	3.52857142857143	2	0.9165430585039337	higher_in_TOL	0.7813765235036002	0.4703465594185623	0.03784712739418907
ENST00000571025	fraction_contribution_log2TPM	ENSG00000103351.13	CLUAP1	Amyloidogenic	6	3	3	3	3	4.039782222432544e-05	3.363982974866885e-05	3.8042522492211436e-05	3.2367147986120323e-05	6.757992475656593e-06	0.7741000236111186	0.4071818154969925	0.7	6.757992475656588e-06	-1.0352744452487005e-05	2.386872940380018e-05	0.43887164352725905	3.0926333333333336	2.17443	1.9956918473947123	1.6367958826489593	2.48571428571428	2	0.9165430585039337	higher_in_AC	0.7741000236111186	0.3576624789806835	0.03784712739418907
ENST00000494282	fraction_contribution_log2TPM	ENSG00000146416.19	AIG1	Amyloidogenic	6	3	3	3	3	4.225227361094678e-05	3.57357181991768e-05	4.00272423081109e-05	3.308694354109301e-05	6.516555411769978e-06	0.7717401000483707	0.40186806281447573	0.4	6.516555411769966e-06	-1.0033334777334129e-05	2.3066445600874063e-05	0.44026837531855323	3.377943333333333	2.84564	2.080375223082799	1.9100044986402864	3.45714285714286	2	0.9165430585039337	higher_in_AC	0.7717401000483707	0.35628250899404573	0.03784712739418907
ENST00000685551	fraction_contribution_log2TPM	ENSG00000124181.15	PLCG1	Amyloidogenic	8	4	4	4	4	5.79939320675892e-05	5.094563000422402e-05	5.741598657294013e-05	5.184686300881128e-05	7.0483020633651765e-06	0.7698015280850143	0.3185448272119967	0.4857142857142857	7.04830206336519e-06	-7.6040788599213536e-06	2.1700682986651734e-05	0.3457778535938183	5.991197499999999	5.606565	2.7652102886006618	2.60273051108173	2.35714285714286	2	0.9165430585039337	higher_in_AC	0.7698015280850143	0.46120282589726486	0.03784712739418907
ENST00000367737	fraction_contribution_log2TPM	ENSG00000010165.20	METTL13	Amyloidogenic	8	4	4	4	4	5.242464848999408e-05	0.00011096055639343597	5.297103209214782e-05	6.446949424030951e-05	-5.853590790344189e-05	-0.7679058141167067	0.3561408356869307	0.34285714285714286	-5.853590790344185e-05	-0.00018052383861642314	6.345202280953946e-05	0.34696693934097367	4.8733425	7.172812500000001	2.5070129761590048	2.761809829350689	3.02857142857143	2	0.9165430585039337	higher_in_TOL	0.7679058141167067	0.4597119048800591	0.03784712739418907
ENST00000283632	fraction_contribution_log2TPM	ENSG00000153561.13	RMND5A	Amyloidogenic	8	4	4	4	4	7.012402601546811e-05	6.352716521275586e-05	7.332304035954947e-05	6.402613003789953e-05	6.596860802712248e-06	0.7672372044075562	0.3255430893186283	0.34285714285714286	6.596860802712258e-06	-7.16287602665048e-06	2.0356597632075e-05	0.34738694457672736	8.997645	8.298995	3.319422655736651	3.1754405913250086	2.61428571428571	2	0.9165430585039337	higher_in_AC	0.7672372044075562	0.45918650714633913	0.03784712739418907
ENST00000642071	fraction_contribution_log2TPM	ENSG00000260691.8	ANKRD20A1	Amyloidogenic	6	3	3	3	3	5.227702473348404e-05	7.013516472078331e-05	4.6472386827910786e-05	6.255166711403402e-05	-1.785813998729927e-05	-0.7656657440774072	0.40190501404217793	0.4	-1.7858139987299277e-05	-6.357170556957064e-05	2.785542559497209e-05	0.4438752147957955	6.2449666666666666	14.683839999999998	2.617326428799894	3.7337811122729985	3.38571428571429	2	0.9165430585039337	higher_in_TOL	0.7656657440774072	0.35273910453069723	0.03784712739418907
ENST00000260403	fraction_contribution_log2TPM	ENSG00000137842.7	TMEM62	Amyloidogenic	6	3	3	3	3	3.547303712365175e-05	2.920754162543495e-05	3.1167128846361865e-05	2.6776126731772435e-05	6.265495498216803e-06	0.7651574450229708	0.41847383525870796	0.4	6.2654954982168e-06	-9.783679219587994e-06	2.2314670216021594e-05	0.44417779644402855	2.46766	1.5876566666666665	1.756875916658588	1.3692940245603886	3.92857142857143	2	0.9165430585039337	higher_in_AC	0.7651574450229708	0.35244315475388244	0.03784712739418907
ENST00000410053	fraction_contribution_log2TPM	ENSG00000163510.14	CWC22	Amyloidogenic	8	4	4	4	4	0.0001098938677890725	9.940275049345163e-05	0.000115437237941425	9.720221689664833e-05	1.049111729562088e-05	0.7628626710758444	0.32304504525404715	0.34285714285714286	1.0491117295620907e-05	-1.1516743984543839e-05	3.249897857578566e-05	0.350142901842351	37.16715	32.93	5.217035294301885	4.967686368446914	3.2	2	0.9165430585039337	higher_in_AC	0.7628626710758444	0.4557546733198305	0.03784712739418907
ENST00000607778	fraction_contribution_log2TPM	ENSG00000272047.4	GTF2H5	Amyloidogenic	7	3	4	3	4	6.8456592971468e-05	5.8053554147584124e-05	7.199175035373521e-05	5.3894161609933494e-05	1.0403038823883875e-05	0.7532036094495488	0.3961911792072152	0.4	1.0403038823883887e-05	-1.5070837292787636e-05	3.587691494055541e-05	0.4234724650280718	8.7779	7.392085	3.2768233059583465	2.934889692876922	2.54285714285714	2	0.9165430585039337	higher_in_AC	0.7532036094495488	0.37317482305496125	0.03784712739418907
ENST00000492474	fraction_contribution_log2TPM	ENSG00000076242.18	MLH1	Amyloidogenic	7	3	4	3	4	4.584587009869769e-05	5.843484624791226e-05	4.002410712859931e-05	5.9719653780819306e-05	-1.258897614921457e-05	-0.7486055270051294	0.43029637510615365	0.6285714285714286	-1.2588976149214561e-05	-4.4716559893896616e-05	1.953860759546749e-05	0.44248800707072355	4.022796666666667	6.7386	2.1704608465333255	2.9084024740272083	3.52857142857143	2	0.9165430585039337	higher_in_TOL	0.7486055270051294	0.3540984956635332	0.03784712739418907
