analysis_set	immune_score	n_samples	interaction_term	interaction_beta	interaction_p_value	amyloid_main_beta_AC	group_TOL_beta	model_r_squared	positive_interaction_supports_stronger_TOL_coupling
TOL_vs_AC	UPR_score	10	Amyloid_score:Group[T.TOL]	-0.017781089527473176	0.9594673372982208	0.9620724820492643	-0.12961426434364798	0.843995380978891	False
TOL_vs_AC	Inflammatory_score	10	Amyloid_score:Group[T.TOL]	0.503083994029195	0.06610854299779573	0.5267192626807609	-0.07928301826631512	0.902193338462635	True
TOL_vs_AC	IFNG_score	10	Amyloid_score:Group[T.TOL]	0.8666759700522654	0.31942272418601536	-0.12546753343583322	0.21975436018705768	0.2823195344142607	True
TOL_vs_AC	IFNA_score	10	Amyloid_score:Group[T.TOL]	0.9483145715348742	0.17159103947216778	-0.18672500240309836	0.2729319395558874	0.43500392011176825	True
TOL_vs_AC	Myeloid_score	10	Amyloid_score:Group[T.TOL]	0.1025354001871113	0.8915600120232404	0.5155699982157856	-0.10705749982651791	0.29584198337911705	True
