amyloid_transcript	amyloid_gene_name	n_samples	mean_amyloid_TPM_AC	mean_amyloid_TPM_TOL	mean_paired_shift_AC	mean_paired_shift_TOL	mean_amyloid_index	delta_paired_shift_TOL_minus_AC	delta_amyloid_TPM_TOL_minus_AC
ENST00000535212	CCDC91	4	113.61900329589844	205.213259379069	3.6071073427765885	2.5094281697875362	-0.10320106528658292	-1.0976791729890523	91.59425608317056
ENST00000601804	ZNF347	3	79.0635986328125	81.50545120239258	5.322259675546373	4.187141071814429	-0.5516842150068567	-1.1351186037319447	2.441852569580078
ENST00000483630	NBPF9	4	69.7782974243164	201.02133433024088	3.7623189580941983	2.6172406433421815	-1.1678724274012446	-1.1450783147520167	131.24303690592447
ENST00000482419	TASOR2	8	128.60440063476562	209.73524856567383	3.4246747983120946	2.2416113951835412	0.0502880103593093	-1.1830634031285534	81.1308479309082
ENST00000589583	GARRE1	3	76.71749877929688	76.01844787597656	5.237628298379251	3.8794694604027073	-1.5762112251251625	-1.3581588379765437	-0.6990509033203125
ENST00000472992	LILRA2	6	72.47980117797852	97.1878662109375	4.935882176420125	3.5583435633993914	-0.527878266777209	-1.3775386130207337	24.708065032958984
ENST00000586868	TBCB	3	79.30139923095703	80.50275039672852	5.3094954537752015	3.783528886136297	-0.3903650488896038	-1.5259665676389047	1.2013511657714844
ENST00000554794	FAM177A1	3	83.4802017211914	156.8834991455078	4.500039728242605	2.721328613357255	-0.5972784169173643	-1.77871111488535	73.4032974243164
ENST00000215570	TIMM13	1		80.57710266113281		3.870639321616271	-0.2942694866419989		
ENST00000221859	POLR2I	2	69.72450065612793		3.2850162469602875		-0.6733338869824627		
ENST00000237014	TTR	1		114.79900360107422		2.6544882574693993	0.43764809500713503		
ENST00000237889	NDUFB3	1	83.05490112304688		4.981557242550147		-0.3624392336401382		
ENST00000246551	HCST	1		711.27197265625		1.513145525828163	-0.2969408840478607		
ENST00000254806	WBP2	3	86.11736679077148		3.4390696988546883		-0.5606420767178852		
ENST00000257245	TIMM10	1	129.4040069580078		3.436481892490538		-0.3514580839111438		
ENST00000271638	S100A11	1		1084.81005859375		1.9553966183607159	0.24624863889814214		
ENST00000289902	FCER1G	1		217.9040069580078		2.625395290704893	1.7153730168290118		
ENST00000290855	CLEC2D	1		63.174400329589844		4.368719591338664	0.5933851126215202		
ENST00000291568	CSTB	3		121.6326675415039		3.1413538810031176	0.001982035094085677		
ENST00000294742	ARPC5	1		117.10399627685547		3.373559659293807	-0.19502171153495027		
ENST00000300811	ZNF428	1		177.656005859375		2.5929695351252926	-2.577704083731165		
ENST00000304625	RNASE2	1		63.125301361083984		4.353762796129154	0.5599747866551306		
ENST00000309579	ATP5MK	1	104.74299621582031		2.6973350612900315		0.01775563363910453		
ENST00000311534	ISCA1	2	96.07214736938477		3.5515159667468525		-1.1773849566506915		
ENST00000347067	SIVA1	1	95.2384033203125		3.8673672274372928		0.44851881243075387		
ENST00000355857	DBI	2		70.03915214538574		4.308391924204394	-0.44077028482333275		
ENST00000356442	NRBP1	1		84.65380096435547		4.010682442457919	-2.0256192538552567		
ENST00000359856	ARPC5	1		126.7300033569336		3.0467465339245967	-0.23349208930735815		
ENST00000368719	S100A6	1		1819.969970703125		2.0213310200534256	0.5697989805277445		
ENST00000369115	ANP32E	2		84.07154846191406		3.799341634907062	-4.562511412338118		
ENST00000374293	GNG10	1	80.81159973144531		5.037485323454703		0.3184261178362378		
ENST00000374468	PNRC2	1		69.0781021118164		4.667829164965937	-1.518795248925298		
ENST00000376086	LST1	1	63.24330139160156		4.1089968517276		-0.6924732427225233		
ENST00000378667	UQCRQ	2	110.90089797973633		3.360689725887873		-0.22754035245618165		
ENST00000380244	FUS	1		75.55870056152344		4.628969944737257	-1.3657666341138		
ENST00000392217	FXYD5	1		71.01629638671875		4.258306875498195	0.7851833488288273		
ENST00000392245	SUMO1	1		62.752498626708984		4.487351115147481	-0.6747771874306527		
ENST00000395454	SCAF11	1		67.97200012207031		4.721045213865138	-0.34699566636252904		
ENST00000397806	HBA2	1	228.0970001220703		2.239791850491848		0.3341901879490056		
ENST00000398136	TMEM123	1	88.40019989013672		4.621656482261506		0.17836838464761312		
ENST00000404526	RBM5	1	53.26240158081055		3.2151816122345838		-0.9478469144207867		
ENST00000413456	SNRPG	1	94.60220336914062		4.459944501306062		0.9736593175035922		
ENST00000418364	FLACC1	2		60.700950622558594		3.962848040446429	-1.0280770364282372		
ENST00000420814	ARIH2	1		73.85649871826172		4.319507516190503	-1.1038125824123544		
ENST00000423894	CMC1	1	100.60299682617188		4.433141146210718		-0.38790205163311386		
ENST00000427455	HERPUD2	1		47.8765983581543		3.895705764359329	0.17158991129104056		
ENST00000427746	HLCS	1		79.78450012207031		3.858225618711742	-0.7036022757178527		
ENST00000428404	TRIM39	1		65.27870178222656		4.69778271444628	-0.5265816077800572		
ENST00000429670	GYPB	1	90.50469970703125		3.1138623069798808		1.3334608643574313		
ENST00000437550	HCST	1		113.56700134277344		2.95820693933762	-0.2969408840478607		
ENST00000445969	GBP3	1	48.21820068359375		3.4355071309469167		-0.7668125414272173		
ENST00000448876	MAP3K13	1		72.78500366210938		4.22065542764189	0.7230582447182782		
ENST00000453441	COL28A1	4		78.04209995269775		3.91278866124889	-0.9201121768686592		
ENST00000453615	PSMD4	2		81.94915199279785		2.9887985960512053	-1.112423906262851		
ENST00000455836	ERP29	1		219.81900024414062		3.136007601045786	1.0796580601297843		
ENST00000456491	GIGYF2	1	83.56620025634766		4.499078953785594		-0.6530595188054141		
ENST00000463812	APOA2	1		61.030799865722656		3.2259104646423444	0.0362610058567423		
ENST00000464394	BBOF1	2		100.09220123291016		2.8828020679886706	-0.39570365365764		
ENST00000467636	SAP18	1		44.88719940185547		4.1341802235717475	-0.3193856718046342		
ENST00000468465	APOA2	1		59.69200134277344		4.193346683687148	0.0362610058567423		
ENST00000468958	ABCF1	1	91.55490112304688		3.2535360758816863		-0.8302145447783371		
ENST00000485876	NDUFA3	1		217.2779998779297		2.730783635454327	0.3882093689478202		
ENST00000493576	ZNF638	1		83.31610107421875		3.657711064043453	-0.887535516733218		
ENST00000494307	ECD	2	89.51520156860352		4.381357657438968		-0.12055235206327564		
ENST00000497965	RPL22	1	92.99530029296875		3.9887367470842037		0.22067978508321043		
ENST00000508175	C4orf19	1		68.34359741210938		4.506068224258103	0.03440761233549893		
ENST00000508809	CERT1	1	65.83300018310547		3.755701572340925		0.2563314283878838		
ENST00000513438	POLR2J3	2		77.34425354003906		4.203975396967548	0.862025897542684		
ENST00000515468	CCNI	1		68.18589782714844		4.767838870317231	0.11919226053301624		
ENST00000517461	BPNT2	1		111.06900024414062		3.1317278428183264	-0.6808270158934595		
ENST00000520611	TACC1	1	151.531005859375		3.2057606609562734		-0.05769813817524018		
ENST00000522662	CA1	1	51.32160186767578		3.488330116190806		-0.7902850000555643		
ENST00000524775	CSTF3	1		75.14800262451172		4.312354360999683	-0.6829792301069262		
ENST00000526560	RSRC2	1	78.95659637451172		3.5573915888986263		-0.9203608231449494		
ENST00000528492	NDUFS8	2		93.35865020751953		3.523901083947936	-0.8128369272154607		
ENST00000529489	LGALS8	1		48.843101501464844		3.8582392245949584	0.708383075599755		
ENST00000532556	RSF1	1	71.393798828125		3.7910521923524763		-1.31881598724085		
ENST00000532832	BIRC2	1	94.6771011352539		2.911109050349377		-0.37870399872296634		
ENST00000533252	CASP4	1	143.5189971923828		2.9217009106779788		0.607547569589348		
ENST00000533989	MS4A6A	1		40.629798889160156		4.348883692920957	1.2189940264488244		
ENST00000535480	TMEM132A	2	69.94259834289551		4.681064436594575		0.05694417997687702		
ENST00000535617	DBI	1	113.76200103759766		3.5521107875833207		-0.6414426236116274		
ENST00000536592	ARHGDIB	1	44.30229949951172		3.8315195566975433		-0.5171563080926397		
ENST00000537100	TDG	1		69.13999938964844		4.2520207641599255	-1.200074884816474		
ENST00000538098	WDR74	4	157.49395561218262		2.8246489620531765		-0.43341397923597674		
ENST00000538434	EIF3K	1		392.8429870605469		1.3971856390710702	-0.4056115308664797		
ENST00000540998	CDC42SE1	1		98.98880004882812		3.430330169753822	-1.0904437427229536		
ENST00000544594	LAMTOR1	1	74.76309967041016		3.1880837481076263		-0.4426642780245138		
ENST00000548752	CHURC1	3	93.29376729329427		3.5620477711350165		-0.08871505411676898		
ENST00000548861	ENSG00000257411	1		70.39869689941406		4.107888406156437	0.769317699814857		
ENST00000549237	USP15	1		184.5229949951172		2.8576471562248837	-0.48997839553925504		
ENST00000553151	METAP2	1		85.64530181884766		3.4608876772145645	-0.9041946946580699		
ENST00000553981	SLIRP	1	117.76899719238281		3.9774193101931417		-1.1177535419801867		
ENST00000558049	MEF2A	1	85.45240020751953		4.951765430564119		-1.480631352523774		
ENST00000561366	IDH3A	1	108.23699951171875		3.994607357454482		0.3677685809431548		
ENST00000564707	AHSP	2	93.2629508972168		3.6007528788583496		-0.10442970434096752		
ENST00000565494	UBL7	1		68.67939758300781		4.722958636776627	-0.36547978831618544		
ENST00000566283	TCF25	1	54.832298278808594		4.8020906084998884		-0.9729157091793628		
ENST00000570487	RABEP1	1		87.4209976196289		3.904656126407229	0.06280883101735243		
ENST00000576384	NAA38	1	57.47050094604492		4.5880812139553395		0.47987375111356434		
ENST00000580759	ZNF207	1		67.6698989868164		4.341798193217505	-1.3938893346602363		
ENST00000582475	SNRPD1	1	101.29399871826172		4.354141862853313		-1.6532112477801122		
ENST00000582812	NDEL1	1	61.185699462890625		4.393923047980758		-0.9291295673729515		
ENST00000584642	THOC1	3		98.8038330078125		3.6316321691917284	-0.28507565572394955		
ENST00000587295	ITGA2B	1	54.77840042114258		4.542808219231537		-0.645847195930374		
ENST00000590437	ZBTB7C	3		89.46089935302734		3.950151127875195	0.4460356607454313		
ENST00000590515	BCL2	1		98.43360137939453		3.3509016896429173	0.9192662193978656		
ENST00000590618	COX6B1	1	123.87000274658203		3.9418691762428777		-1.3408051298346078		
ENST00000591259	ZNF875	2		58.15290069580078		4.271335567625099	0.33087362274155796		
ENST00000596362	CALM3	1		267.97601318359375		1.14989733975393	-1.4277271945084085		
ENST00000597013	ZNF616	1	80.51850128173828		4.952791997422566		0.60599987920587		
ENST00000602185	GMFG	1		120.32599639892578		2.918279493081549	-0.013121653128910027		
ENST00000602300	HNRNPDL	1		87.79109954833984		3.5533272922432477	-0.12206067044719368		
ENST00000602858	LAMTOR5	1	84.38870239257812		4.888592642008795		0.4858243712326152		
ENST00000605140	CCL5	1		1056.1099853515625		2.556479245989557	0.34762887300384254		
ENST00000616010	CCND3	2		86.68470001220703		3.6599081053196194	-0.687987914623122		
ENST00000618656	RPS20	2	1226.3884887695312		0.8856918311634425		-0.4872615053414108		
ENST00000619513	KIAA0040	2	80.91754913330078		4.1317655341189665		-0.3075718687092151		
ENST00000619601	GAPDH	1		141.06100463867188		2.8945035881888552	0.30086734095168355		
ENST00000620047	PPIA	1	415.0840148925781		1.015470670345584		-0.671093638159069		
ENST00000621074	NBPF9	1		74.41290283203125		4.628384364128398	-0.6991533131401159		
ENST00000621626	CCL4	1		67.3718032836914		4.846424369153433	0.00793263835326614		
ENST00000626210	TARS1	2		92.08099937438965		3.266326981302221	-0.37716359950661765		
ENST00000626380	UGP2	1		171.8419952392578		3.0262768323140152	-0.3250224354476269		
ENST00000632573	DOCK11	1	154.88400268554688		2.984571581947206		-0.9580474659791444		
ENST00000646110	IKZF1	1	88.59130096435547		4.427891962342197		-1.5712042567648183		
ENST00000647835	COX7B	1	148.9409942626953		3.1320989283968634		-0.6908562283795103		
ENST00000650385	FCGR3B	1		390.7099914550781		0.9855830038713442	0.9609496415595581		
ENST00000651952	BBIP1	1	39.859100341796875		3.993131865785652		0.05850059634665113		
ENST00000652191	NOTCH2NLC	1		76.02729797363281		4.34137065660513	-0.5045452362074241		
ENST00000672666	ASXL2	1	82.73809814453125		5.261063983467187		-1.2121358328608178		
ENST00000675875	PRPS1	1	89.45819854736328		4.9599659299434835		1.363335880619098		
ENST00000682242	COMMD6	1	129.2239990234375		3.5731670184256257		0.3048918243712214		
ENST00000683915	RAB18	1		94.92269897460938		3.4753946581398436	-0.7155623173837158		
ENST00000692608	ARF6	1		63.82849884033203		4.771175575318981	-0.4073999019573694		
ENST00000703970	HNRNPD	1	82.42880249023438		4.6164467557058675		-0.7165079259175323		
