Transcript_ID	SRR32060276	SRR32060306	SRR32060309	SRR32060312	SRR32060326	SRR32060336	SRR32060341	SRR32060215	SRR32060216	SRR32060234	SRR32060240
ENST00000318950.11	80.0557	41.7682	250.609	38.2875	31.3262	20.8841	27.8455	20.8841	83.5364	0.0	147.886
ENST00000318962.9	29.7446	23.7852	59.7011	41.8592	15.3945	17.5493	18.7032	3.03406	9.20216	62.9859	0.0
ENST00000318967.7	16.0	38.0	145.933	181.0	24.0	30.0	19.0	10.0	20.0	181.0	127.0
ENST00000318974.14	77.1764	43.7356	171.158	245.566	39.5352	23.0528	37.2078	23.5709	55.7522	46.9943	40.4199
ENST00000319004.6	66.0	35.0	41.0	129.0	18.0	21.0	29.0	18.0	23.0	0.0	0.0
ENST00000319006.8	1096.41	831.0	1438.17	2664.0	426.0	364.974	352.0	258.168	273.402	66.5743	724.0
ENST00000319023.7	177.065	87.8489	328.065	244.326	50.2152	87.9216	51.7922	21.0393	52.8167	57.4909	54.1091
ENST00000319074.6	378.34	307.373	1083.83	883.655	162.265	131.522	154.306	67.1604	206.13	443.447	733.0
ENST00000319080.12	556.966	342.512	1541.98	1419.11	250.095	222.525	254.834	178.439	218.875	211.956	148.198
ENST00000319119.5	98.0	18.0	210.0	135.0	13.0	12.0	4.0	15.0	26.0	0.0	354.0
ENST00000319121.4	70.5483	63.597	447.464	237.039	50.2187	43.6884	32.0397	13.1494	42.099	117.444	2.04206
ENST00000319172.10	7.71381	12.8564	156.848	125.0	17.9989	33.4265	30.0	38.0	16.0	0.0	0.0
ENST00000319190.11	0.0	0.0	119.856	0.0	0.0	32.3179	21.5092	0.0	2.64062	0.0	0.0
ENST00000319194.9	157.327	148.283	331.029	288.048	42.016	58.6241	59.1164	41.853	42.7305	122.564	64.1991
ENST00000319211.5	94.109	86.0454	397.105	260.459	25.5526	43.3513	32.5229	35.2064	34.3516	118.881	94.1967
ENST00000319285.5	41.0	51.0	41.3474	54.2684	24.0	31.0	12.9211	23.0	26.0	154.0	0.0
ENST00000319294.11	120.098	63.0	89.2499	69.0	19.9546	27.5971	19.1732	39.9025	32.0	38.0	71.0
ENST00000319296.10	7.95388	3.29775	43.323	31.6519	9.38678	0.0	4.4063	2.26876	14.8409	20.0828	32.3241
ENST00000319331.4	20.0	24.0	70.0	64.0	6.0	13.0	3.0	0.0	1.0	0.0	0.0
ENST00000319340.7	6.0	16.0	43.0	43.0	1.0	0.0	2.0	0.0	9.0	0.0	0.0
ENST00000319357.6	717.52	360.0	2385.0	1119.0	225.0	216.0	197.0	149.124	236.0	978.0	825.0
ENST00000319359.8	15.0	4.0	43.0	40.0	0.0	7.1805	5.0	1.06923	5.0	0.0	0.0
ENST00000319363.11	5325.47	3010.52	14897.1	16138.2	3053.04	1453.81	1992.45	1054.42	1867.86	1237.03	2127.63
ENST00000319380.12	329.0	479.0	257.0	870.0	217.0	163.0	103.0	326.0	98.0	282.0	233.0
ENST00000319394.8	250.0	346.0	669.0	1036.0	195.0	135.0	117.0	87.0	105.0	98.0	119.0
ENST00000319406.8	124.796	104.927	449.544	308.21	56.1723	77.9979	63.5952	26.8016	67.4124	309.088	6.57828
ENST00000319410.9	733.913	606.0	1044.0	1203.0	262.0	343.0	252.0	166.0	259.0	833.0	953.0
ENST00000319420.4	41.3503	23.3033	129.689	46.5522	11.0813	21.4558	16.8101	21.0788	33.606	26.28	4.36623
ENST00000319540.9	44.4194	47.7973	177.09	254.875	30.5889	33.3143	35.1043	15.447	27.3947	102.061	5.81191
ENST00000319545.12	207.144	159.847	582.935	355.144	68.9292	110.172	90.8431	43.368	145.019	45.7431	301.885
ENST00000319550.9	93.8922	50.3498	517.0	221.793	14.5309	57.5305	29.0	16.7665	40.2395	454.0	233.0
ENST00000319555.8	16.0105	24.0	47.0009	51.0	13.0	7.00105	17.1607	7.0	12.0	19.0	62.0
ENST00000319636.10	65.9658	101.12	197.609	183.583	29.803	32.1601	32.0321	8.54003	21.0465	13.1284	2.00771
ENST00000319637.6	11.218	51.3395	1.44233	69.9064	16.4136	17.6005	26.3261	4.84204	18.7115	0.0	0.0
ENST00000319670.14	127.0	97.5564	389.0	237.0	52.0	52.0	42.0	41.0	62.0	0.101449	321.0
ENST00000319715.10	608.845	249.936	839.07	1791.21	255.887	28.2218	121.482	89.2627	470.117	680.924	0.0
ENST00000319725.10	101.0	58.0	47.7519	94.0	0.0	12.0057	4.52201	19.6352	25.9017	24.0	110.0
ENST00000319770.7	48.2408	47.3752	146.012	159.402	20.1217	14.0	16.0815	9.0	18.0087	4.0	8.21822
ENST00000319778.11	2078.12	850.999	7269.29	4314.27	215.795	808.018	561.018	406.752	637.945	2032.47	2551.0
ENST00000319836.7	475.952	1077.91	295.559	993.646	170.736	212.553	69.7696	574.593	97.5116	523.49	857.527
ENST00000319921.4	672.592	363.502	1687.39	2073.96	423.655	252.331	364.775	213.601	814.423	126.34	159.269
ENST00000319928.9	21.0	20.0	20.0	6.0	5.0	10.4499	3.0	8.0	7.0	0.0	63.0
ENST00000319933.7	39.0	3.94205	85.0	80.0	5.0	2.0	6.0	8.0	15.0	59.0	0.0
ENST00000319942.8	4.00321	1.0	32.0	12.0	0.0	7.0	0.0	2.0	1.0	0.0	39.0
ENST00000319974.6	148.0	118.0	392.0	245.0	43.0	105.0	39.0	36.0	46.0	221.0	734.0
ENST00000320027.10	333.716	122.979	638.923	0.0	77.8206	52.0685	79.9711	13.5448	137.41	0.0	0.0
ENST00000320033.5	6.0	2.0	24.0	46.0	1.0	0.0	4.0	0.0	1.0	0.0	146.0
ENST00000320054.4	111.493	46.6372	607.973	360.868	29.2267	47.4162	39.1445	40.6352	74.0921	141.227	81.3676
ENST00000320095.12	276.0	118.0	608.0	711.0	85.0	116.0	148.0	68.0	103.0	450.0	678.0
ENST00000320225.10	124.598	104.739	0.0	49.3436	61.0	0.0	0.0	0.0	69.8416	0.0	0.0
ENST00000320248.4	18.0	19.0	87.0	63.0	14.0	13.0	6.0	1.0	15.0	0.0	102.0
ENST00000320270.4	9.0	15.0	24.0	5.0	0.0	8.0	6.0	10.0	7.0	0.0	0.0
ENST00000320280.8	114.744	35.4447	494.251	0.0	7.69917	23.3864	0.0	17.6641	1.78454	42.0444	184.821
ENST00000320330.8	359.0	259.0	1509.01	1098.62	156.0	136.0	166.344	126.0	203.0	446.0	571.0
ENST00000320370.11	120.593	25.5373	0.0	18.8091	3.50345	0.0	0.0	0.00291287	0.0	0.0	0.0
ENST00000320393.9	53.5958	22.7949	308.289	294.709	69.6307	49.618	75.0991	21.8778	58.8448	3.14551	1.27794
ENST00000320443.12	39.9914	2.88168	0.0	0.0	22.0201	14.9164	5.65574	3.91748	15.095	0.0	0.0
ENST00000320451.7	455.55	479.24	1727.66	867.574	165.069	215.395	240.282	212.476	267.261	530.357	554.551
ENST00000320460.8	40.0547	7.60282	14.4149	93.6213	21.2227	10.209	12.2462	0.231655	23.7792	0.0	0.0
ENST00000320560.13	18.0778	0.0	90.0412	0.0	2.00866	0.0	0.0	3.68629	22.2111	0.0	0.0
ENST00000320574.10	21.3308	18.503	0.0	27.0	2.52697	7.66623	0.0	0.0	0.0	0.0	0.0
ENST00000320578.3	10.0	13.7785	36.1444	80.0	10.2169	15.291	4.59803	5.20424	5.1263	0.0	0.0
ENST00000320580.9	189.0	122.734	213.379	464.487	53.0744	24.3257	62.9544	37.5943	110.0	85.0	0.0
ENST00000320585.11	113.548	60.3224	627.84	276.78	29.5979	73.8386	33.0602	44.5606	109.882	317.505	148.744
ENST00000320610.14	19.5927	58.7782	205.724	0.0	9.79636	24.4909	4.89818	0.0	29.3891	0.0	0.0
ENST00000320623.10	14.0273	18.3936	43.0918	70.7107	8.34515	5.62948	26.7014	4.28091	0.0	2.89349	0.974082
ENST00000320631.8	1400.0	767.0	2407.0	3390.0	523.0	514.0	503.0	351.0	507.0	430.0	588.0
ENST00000320640.11	303.0	132.0	575.107	342.0	62.0	52.0	41.0	43.0	61.0	141.0	89.0
ENST00000320672.9	164.661	94.2068	630.749	428.142	76.5144	58.2367	108.558	33.0064	101.071	131.775	298.725
ENST00000320717.8	209.631	117.113	902.504	396.325	29.1154	91.4812	34.9385	40.7616	109.615	593.955	71.3287
ENST00000320741.7	119.805	93.4135	376.36	536.205	38.1393	47.9802	36.6396	25.8329	45.547	25.7429	63.5959
ENST00000320756.7	21.1604	36.0	99.9847	49.0	9.92531	17.0	11.5772	4.96289	12.0	37.0	133.998
ENST00000320776.5	174.797	245.792	411.025	312.577	79.114	61.0	58.2099	54.9107	79.8086	211.77	330.498
ENST00000320785.10	336.417	232.072	1308.81	1170.39	188.999	106.232	171.996	103.097	185.881	144.611	99.372
ENST00000320805.9	1007.96	1090.85	3177.66	2140.49	416.332	505.55	519.776	370.013	595.702	529.127	1014.59
ENST00000320848.7	494.0	314.0	2420.0	1696.0	156.0	202.0	278.0	208.0	239.0	913.0	1189.0
ENST00000320849.9	11.0	36.0	46.0	36.0	5.0	6.0	0.00041029	9.0	13.0	77.0	57.0
ENST00000320865.4	129.689	58.9639	372.878	337.175	56.4062	52.4365	90.3277	62.1349	42.552	273.354	0.0
ENST00000320868.9	104059.0	318431.0	71236.8	133949.0	4206.58	11914.6	7818.31	96835.9	37304.1	39615.0	31908.3
ENST00000320876.11	3766.63	1220.97	12292.2	4433.2	662.889	616.929	727.29	407.445	981.57	3424.96	3880.7
ENST00000320892.11	33.2016	15.4129	113.069	186.361	15.5348	34.2595	24.5422	5.66379	22.6136	169.164	129.6
ENST00000320934.8	53.6082	0.0	18.4647	0.0	0.0	0.0	23.5565	0.0	0.0	0.0	0.0
ENST00000320954.11	455.424	329.684	1148.17	1649.8	133.323	190.841	212.537	140.384	184.664	680.38	1004.66
ENST00000320985.14	1.70063e-06	0.0	271.627	618.767	0.0	46.0968	23.738	28.7437	41.5931	0.0	0.0
ENST00000320996.14	0.0	0.0	0.0	56.6352	20.3306	0.0	5.80873	18.0	0.0	22.0	8.0
ENST00000321027.8	5.97529e-05	5.12325e-06	531.842	251.737	5.58611e-05	7.05752e-05	0.0	34.0656	89.0476	5.92855e-05	5.02335e-05
ENST00000321037.5	44.0	18.0	115.0	38.0	1.0	8.0	4.0	11.0	4.0	148.0	318.0
ENST00000321105.10	201.73	224.94	600.141	547.996	89.5969	58.7768	103.705	56.2409	110.727	107.199	77.5291
ENST00000321117.10	0.0	272.882	0.0	400.024	1.21657	0.0	3.51775e-07	0.0	126.35	272.827	697.134
ENST00000321143.8	65.0901	29.2905	27.6633	0.0	19.527	27.0	16.2725	6.50901	14.6453	0.0	62.0
ENST00000321153.9	3897.34	6541.91	11259.7	9292.78	1117.08	2075.84	1663.1	1879.17	1735.45	10459.6	9752.36
ENST00000321196.8	28.7391	10.9876	0.0	33.5289	9.0	0.0	0.0	0.0	9.21818	0.0	0.0
ENST00000321233.10	192.934	124.474	253.083	276.044	64.5484	39.8835	42.4244	55.0251	45.7632	0.0	164.31
ENST00000321250.13	542.599	329.335	2028.98	331.288	91.2	172.306	255.36	115.181	204.767	1123.0	1102.47
ENST00000321256.10	108.283	1.84587	218.76	0.0	8.55874	8.44377	26.553	0.0	58.4435	147.0	0.0
ENST00000321265.10	140.422	216.25	615.916	421.812	81.1787	81.5589	69.7212	47.7676	102.23	133.139	358.802
ENST00000321276.8	35.9981	35.893	86.8081	60.7237	25.2126	19.8167	20.2713	9.24273	19.4803	14.3018	85.5956
ENST00000321297.10	0.0	28.8527	0.0	58.4018	18.3608	0.0	10.4919	0.0	5.65081	24.0	0.0
ENST00000321300.10	398.037	164.264	1517.48	1103.98	176.492	39.4779	186.671	69.1714	61.4113	72.2648	91.9969
ENST00000321301.7	23.4589	0.0	55.1824	49.9515	4.63585	2.3877	0.0	2.73092	0.187951	162.462	161.0
ENST00000321331.12	248.438	237.602	633.088	288.401	71.0486	86.7615	63.5239	68.6608	95.3082	417.687	152.749
ENST00000321341.11	533.117	302.179	1287.39	1203.13	198.601	195.108	208.234	151.969	197.916	703.891	290.891
ENST00000321348.9	76.5398	16.1911	61.8206	0.0	0.0	2.94384	5.88767	1.47192	2.94384	70.6521	0.0
ENST00000321356.9	269.0	130.0	1198.16	584.0	65.0	65.171	61.0	36.0	99.0	989.0	1152.0
ENST00000321358.12	5020.06	13101.6	5488.25	10229.1	1157.84	2821.34	961.598	2694.92	871.66	8127.32	4414.98
ENST00000321394.12	536.384	398.294	1050.4	424.389	166.51	139.516	121.624	160.0	174.996	307.941	507.197
ENST00000321407.3	27.0	26.0	98.0	47.0	9.0	18.0	9.0	6.0	14.0	0.0	0.0
ENST00000321420.5	85.6221	68.5555	496.511	223.168	87.4307	32.9596	43.4139	30.7039	40.0018	1.11089	4.13002
ENST00000321424.7	20.7451	25.684	90.4541	162.308	19.0107	2.84156	27.7583	26.0831	46.8966	68.8	1.04969
ENST00000321437.9	152.906	72.4842	451.5	239.605	29.7245	44.2083	28.5692	38.9688	53.3282	266.977	264.619
ENST00000321442.10	133.605	97.9214	408.726	176.005	45.0028	108.541	43.9361	73.3698	55.1811	112.183	257.319
ENST00000321448.12	225.133	81.8216	434.276	166.623	38.1223	0.0	2.32799	0.0	62.6232	116.426	132.0
ENST00000321521.13	19.4237	9.5433	69.5093	64.3713	10.9461	10.447	13.4633	6.49189	10.588	17.4164	4.93908
ENST00000321545.5	7.95487	52.657	143.96	28.5698	4.98936	7.28966	14.9693	6.88066	10.0471	3.71831	2.31549
ENST00000321556.5	1891.0	2012.0	2818.0	4115.0	750.0	632.0	417.0	710.0	348.0	1631.0	511.0
ENST00000321560.4	34.8543	22.6844	145.646	97.5805	18.7217	19.1979	13.2196	11.5459	9.29107	63.937	2.25701
ENST00000321617.8	33.0	0.0	52.0	12.0	7.0	5.0	5.0	6.0	3.0	0.0	0.0
ENST00000321660.2	21.7395	11.0345	45.0965	28.4032	8.17553	7.12474	10.1422	4.12582	5.09279	0.0	0.0
ENST00000321680.11	3.88793e-06	0.0	349.487	41.6089	0.0	11.556	0.0	0.0	0.0	0.000250544	0.0
ENST00000321751.9	79.8667	118.0	212.978	0.0	79.8637	49.0	0.0	0.0	24.4361	0.0	0.0
ENST00000321764.4	34.7798	18.2231	104.86	131.56	25.0406	27.2451	23.1116	9.49959	17.5602	178.783	0.0
ENST00000321777.5	0.0	8.47174	11.5354	0.0	1.0	0.0	1.76031	0.0	0.0	39.7042	165.618
ENST00000321826.5	338.0	283.0	905.0	843.0	137.0	116.0	133.0	85.0	134.0	305.0	467.0
ENST00000321844.6	135.067	153.079	535.2	480.255	98.5397	109.022	69.6478	15.292	57.6519	89.5508	8.62931
ENST00000321867.6	113.0	81.0	219.0	287.0	23.0	27.0	44.0	19.0	36.0	43.0	0.0
ENST00000321898.10	129.503	80.2608	166.607	115.968	40.1061	0.0	56.3458	0.0	29.9086	143.652	3.21867
ENST00000321919.14	181.501	7.52249e-06	276.361	17.5955	0.0	0.0	30.5538	0.0	0.0	0.0	0.0
ENST00000321925.9	0.0	0.0	223.326	362.726	0.0	0.0	31.2993	3.97433	0.0	0.0	0.0
ENST00000321945.12	132.254	122.288	618.925	345.31	46.0892	97.854	63.3134	53.5289	60.3857	203.262	78.0538
ENST00000321949.13	19.3173	10.9997	71.2045	52.9964	16.9966	15.9974	2.99883	6.99792	14.8193	4.99906	84.989
ENST00000321990.5	116.307	150.315	488.509	335.319	73.3788	80.392	88.402	62.8236	71.2563	211.589	5.03105
ENST00000321998.10	15.1401	26.3437	23.4114	33.2525	1.40011	5.53297	7.15081	2.66878	7.62823	0.0	0.0
ENST00000322002.5	28.4646	31.1322	136.445	50.6615	1.00844	7.26768	8.11216	8.34652	23.6309	60.3933	94.1499
ENST00000322028.5	378.0	479.0	964.981	915.512	148.0	157.0	203.0	115.399	161.41	568.0	493.713
ENST00000322030.13	673.169	427.998	1911.48	1854.19	174.74	295.206	495.707	308.749	921.833	1798.97	1569.39
ENST00000322038.5	130.0	129.0	407.0	243.0	50.0	56.0	49.0	63.0	80.0	146.0	120.0
ENST00000322054.10	136.0	28.0154	95.1731	197.179	49.0	29.0685	15.0	21.0265	21.0	58.0	347.211
ENST00000322088.11	185.856	127.386	449.938	352.167	50.0253	70.1307	66.4485	37.7078	68.4284	142.848	172.0
ENST00000322122.8	407.386	410.522	2015.67	1693.44	315.662	246.062	281.501	170.281	197.445	524.249	393.265
ENST00000322153.11	181.751	65.2265	490.259	335.346	72.6441	49.4	83.059	28.1998	65.8648	13.5599	11.4202
ENST00000322177.6	6.0	5.0	26.0	13.0	1.0	10.0	4.0	0.0	6.0	0.0	0.0
ENST00000322203.7	971.0	999.0	3514.0	1747.0	170.0	373.0	300.0	308.0	289.0	2256.0	2250.0
ENST00000322209.5	182.164	135.562	200.622	138.629	16.3796	84.8224	0.0	16.9514	16.3772	75.3999	101.362
ENST00000322213.9	631.733	341.703	1131.79	1016.41	206.938	159.48	206.688	191.092	244.911	460.048	210.024
ENST00000322217.6	21.0	27.0	36.0	18.0	11.0	5.0	4.0	9.0	4.0	0.0	0.0
ENST00000322244.10	212.205	94.7094	815.024	635.531	48.7872	69.731	78.2301	75.4437	146.591	510.131	663.545
ENST00000322247.7	127.044	82.9292	453.02	196.303	73.1603	40.7114	59.1108	39.7133	48.6907	50.4527	0.0
ENST00000322266.9	82.0	64.0	176.0	0.0	21.0	2.93117e-07	18.0	0.0	33.0	2.0753e-07	0.0
ENST00000322269.10	0.0	6.18353	31.9168	115.065	15.2603	17.7021	5.66955	6.10317	7.03135	0.0	0.0
ENST00000322285.7	7.93065	4.40197	23.5713	13.2273	2.45776	7.64252	11.7714	1.159	0.0	3.00295	0.0
ENST00000322313.9	354.236	281.447	1085.29	690.678	122.931	113.226	139.866	72.7881	227.463	797.688	346.148
ENST00000322342.4	488.883	300.113	1441.66	762.246	159.171	211.551	197.767	146.138	187.144	483.68	1088.23
ENST00000322347.11	689.0	436.0	1066.0	824.0	156.0	187.0	167.0	91.0	201.0	727.0	1084.96
ENST00000322348.5	28.0	31.6419	0.0	0.0	0.0	0.0	5.83102	0.0	16.0	0.0	0.0
ENST00000322349.13	281.0	175.0	991.61	562.241	71.5457	144.813	126.742	123.431	186.167	321.025	181.0
ENST00000322357.9	4759.0	3408.0	9101.0	9033.0	1496.0	1987.0	1998.0	1501.0	2391.0	1919.0	2642.0
ENST00000322396.7	58.0	19.0	98.0	41.4485	15.0	12.0	19.0	11.0	23.0	37.3037	1.0
ENST00000322428.10	244.0	505.415	216.0	727.0	86.0	94.0	52.0	167.0	65.0	268.0	341.0
ENST00000322434.8	75.0	51.0	153.0	163.0	8.0	14.0	6.0	10.2216	2.55539	103.493	342.904
ENST00000322475.13	57.2904	61.2995	109.467	182.945	22.4647	15.9725	17.9765	29.8376	24.1444	81.7816	85.2622
ENST00000322522.8	59.0	20.0	81.7964	161.0	13.0	34.0	17.0	24.0	15.0	41.0	0.0
ENST00000322535.11	172.144	171.218	171.808	1.48703	0.649473	0.482551	1.26426	0.684667	202.545	0.623707	0.536555
ENST00000322564.9	63.874	60.4927	226.856	181.653	28.2828	29.7263	38.0605	10.8103	46.7218	51.2358	131.595
ENST00000322569.9	50.0	49.0375	102.009	54.1567	27.0	16.0	25.0	12.1678	20.0	1.0	48.0
ENST00000322611.4	565.95	214.619	1248.85	6067.19	760.545	199.035	608.185	299.403	100.5	938.0	653.25
ENST00000322623.10	53.0	65.0	176.898	234.0	29.0	45.0	39.0	35.0	80.0	75.0	156.0
ENST00000322652.10	723.532	495.0	2304.0	1093.74	174.057	365.816	214.331	185.0	229.919	1531.0	818.088
ENST00000322716.8	477.961	387.0	2523.02	1473.53	218.767	294.0	251.52	135.0	247.0	1451.0	1438.0
ENST00000322723.9	557.349	537.834	2408.26	2220.67	321.299	309.098	417.401	301.407	407.226	237.026	550.485
ENST00000322734.2	71.5095	47.3284	228.585	171.237	47.2703	48.2729	59.8374	51.7039	58.5139	42.7961	39.9687
ENST00000322753.7	339.654	260.232	927.586	156.623	9.94025e-08	32.8268	0.000149368	17.0673	123.091	251.317	260.099
ENST00000322764.10	0.0	0.0	0.0	0.0	91.191	34.1966	11.3989	0.0	56.9944	0.0	0.0
ENST00000322776.11	27.807	16.9932	35.6507	40.0294	26.2622	20.0829	7.72418	0.0	0.0	0.0	0.0
ENST00000322897.11	29.0516	40.1489	193.12	9.86784	10.1642	14.5203	13.0683	8.91851	11.6162	82.6317	66.7934
ENST00000322927.3	34.0	19.0	9.0	26.0	8.0	8.0	12.0	10.0	14.0	0.0	0.0
ENST00000322953.9	0.0	0.0	390.584	0.0	0.0	11.2338	0.0	44.9353	22.4676	0.0	0.0
ENST00000322954.11	69.6715	63.9828	113.879	67.6984	18.2872	19.5816	30.3115	0.0	19.6517	15.2891	43.1083
ENST00000322989.8	77.153	59.6368	240.361	317.327	37.3074	40.5351	53.2128	17.7438	37.3983	108.489	23.5771
ENST00000323013.7	350.512	272.982	843.479	759.222	116.391	169.843	160.411	128.105	151.484	321.578	518.728
ENST00000323019.9	57.6686	61.4509	146.983	148.306	20.159	28.7967	34.9925	15.1099	20.511	4.43072	154.13
ENST00000323037.5	87.0	30.0	164.0	42.7221	9.0	16.0	9.0	10.0	18.0	197.0	22.0
ENST00000323040.5	10.3874	12.0135	50.9461	30.315	2.01883	16.7735	13.1654	8.96275	5.58966	0.0	1.0
ENST00000323076.7	763.062	419.922	1532.11	985.155	285.582	146.488	274.904	172.79	458.546	695.628	1762.0
ENST00000323116.10	73.5102	47.482	553.386	278.861	5.00384	39.0116	2.8503	27.4526	34.677	23.693	482.588
ENST00000323146.8	11.8118	17.3118	57.0	84.0	5.0	8.5	11.0	6.20294	17.5	15.0	72.0
ENST00000323169.10	13.1445	56.4258	97.3276	80.0066	10.9355	1.9209	6.75937	5.85338	23.2317	83.4411	0.0
ENST00000323180.10	354.274	152.855	846.427	880.683	143.146	163.984	167.447	93.8623	204.986	0.0	94.6324
ENST00000323303.9	105.762	63.1809	261.049	162.244	35.8559	38.7482	33.9424	17.0395	33.3236	315.459	228.297
ENST00000323327.5	52.462	60.2161	208.907	79.8146	21.916	18.0481	39.9787	18.9859	13.3651	78.2565	53.0
ENST00000323345.11	39.8841	26.5894	149.565	9.97101	0.0	3.32367	3.32367	13.2947	33.2367	39.8841	0.0
ENST00000323348.10	68.0	24.3221	133.771	0.0	18.2416	0.0	0.0	30.4026	12.161	0.0	0.0
ENST00000323372.9	57.6477	33.1933	120.644	130.562	53.9692	18.8302	33.1293	12.4328	35.9102	1.00989	2.08366
ENST00000323441.10	87.9817	101.0	564.701	0.0101944	33.856	0.274861	69.0	8.71253	49.568	135.689	188.0
ENST00000323460.10	237.431	218.733	810.442	676.069	131.925	150.586	144.275	75.9128	139.351	76.7749	186.743
ENST00000323492.11	0.0	121.976	407.869	9.3733	0.0	24.4195	1.29261	50.3485	70.3075	0.0	136.874
ENST00000323534.5	587.083	530.642	1451.67	913.595	174.548	235.111	191.706	153.331	268.761	845.62	1210.26
ENST00000323563.8	156.0	106.0	579.0	244.0	52.0	80.0	59.0	29.0	94.0	334.0	378.0
ENST00000323570.8	15.0	3.0	107.451	43.5946	0.0	4.58891	4.82109	4.0	5.73614	112.0	67.6864
ENST00000323571.9	2098.84	1307.86	5384.14	6182.25	1019.02	646.724	852.268	530.021	1031.36	479.635	1163.96
ENST00000323584.10	261.305	268.23	837.243	318.273	73.8761	100.586	68.5074	46.6278	119.982	145.029	221.472
ENST00000323588.9	0.0	22.9594	119.8	0.0	13.8231	13.8231	0.0	0.0	0.0	0.0	0.0
ENST00000323646.9	9.46017	4.73009	168.706	149.786	23.6504	17.3436	39.4174	40.9941	20.497	0.0	0.0
ENST00000323662.9	28.6445	25.5325	102.01	110.188	7.77372	25.6166	16.9456	14.6595	22.3168	9.28328	0.0
ENST00000323666.10	169.527	70.7297	603.497	377.54	65.1074	111.858	81.1618	78.4667	56.9778	469.212	508.246
ENST00000323670.14	131.979	101.94	408.026	279.468	96.3091	91.4604	49.2558	81.6042	107.478	157.187	26.0243
ENST00000323688.10	250.778	0.000247563	0.0	0.0	0.0	68.0602	54.1839	0.0314808	0.0	0.0	0.0
ENST00000323699.9	101.684	57.2937	111.476	140.282	16.1902	32.5418	14.1939	14.3276	24.7962	1.07155	98.233
ENST00000323830.4	8.0	28.0	106.0	127.0	10.0	25.0	25.0	15.0	22.0	49.0	1.0
ENST00000323848.14	145.907	50.1908	181.622	38.3422	39.6032	32.11	35.2325	66.7154	10.8334	96.1792	0.0
ENST00000323853.10	500.0	382.0	1808.0	1429.0	259.0	309.54	289.0	261.0	282.989	325.0	313.0
ENST00000323883.11	724.03	1499.5	390.274	2761.12	272.764	306.091	256.068	593.07	76.5282	0.0	0.0
ENST00000323906.9	110.105	76.4677	255.506	323.365	67.5765	40.5643	115.699	76.9253	149.47	103.903	0.0
ENST00000323929.8	584.788	412.263	1815.95	1526.99	244.281	272.544	229.122	129.921	244.616	94.6942	403.743
ENST00000323977.7	0.0	0.0	116.826	70.7583	0.0	3.96921	28.5631	71.22	87.8921	130.88	103.747
ENST00000323981.6	457.493	321.624	1266.11	647.064	113.57	171.989	138.049	121.851	170.45	385.188	586.278
ENST00000323984.8	24.0	1.0	28.0	40.0	7.0	7.0	4.0	9.0	8.0	89.0	0.0
ENST00000324048.9	34.0144	16.3553	165.67	239.563	36.663	27.8921	22.5938	18.8835	34.8968	4.31751	138.492
ENST00000324071.10	32.5577	69.4396	183.997	244.757	32.7489	32.4404	24.3333	21.102	24.2172	20.0935	3.00235
ENST00000324109.9	0.0	4.17067	13.8422	31.727	0.0	0.0	0.0	1.0	0.0	0.0	23.0
ENST00000324134.11	174.0	74.7783	443.0	230.088	53.0	28.0	20.3254	0.0	0.0	0.0	0.0
ENST00000324170.7	22.7995	19.7596	153.517	0.0	10.4504	18.2396	6.07988	9.74501	16.3866	175.211	0.0
ENST00000324194.12	199.803	231.979	732.638	333.708	56.6893	101.843	38.6626	0.427816	73.2836	846.226	746.134
ENST00000324198.11	278.426	261.014	844.365	696.409	87.8929	108.846	108.018	68.3432	119.788	407.987	222.386
ENST00000324210.10	21.0149	54.4404	313.929	355.554	93.206	170.156	126.076	6.60012	103.578	32.4669	0.0
ENST00000324238.7	189.834	88.4808	484.296	236.116	81.8963	62.1411	68.0188	27.8164	60.0306	275.218	54.0252
ENST00000324262.9	359.551	286.635	783.996	456.354	184.95	139.546	155.889	118.174	193.512	137.116	150.0
ENST00000324288.14	726.185	675.849	2088.8	1519.47	291.812	267.888	371.481	209.0	455.584	674.163	624.112
ENST00000324324.12	88.6482	72.8194	328.443	260.362	72.8862	56.3705	43.7424	15.7114	30.8501	40.5246	0.0
ENST00000324344.9	18.5983	35.0	149.217	97.5159	11.1351	1.43406	18.6428	15.7746	31.0	0.0	18.0
ENST00000324350.9	38.7233	33.3312	92.8618	142.302	11.0	19.3439	14.9658	13.5715	14.0	0.0	0.0
ENST00000324379.10	187.723	100.003	292.066	307.791	35.0875	58.4667	65.5447	36.7947	48.932	232.691	0.0
ENST00000324439.10	44.4805	23.2708	100.786	23.7681	8.20329	6.94093	13.4585	14.4781	24.1282	2.19662	69.671
ENST00000324453.13	1.99382e-07	279.504	0.0	0.0	0.0	0.0	35.6538	0.0	23.3128	0.0	0.0
ENST00000324489.5	334.914	2.00149e-08	805.0	1295.76	146.355	121.47	61.8413	113.684	171.979	249.752	737.904
ENST00000324501.10	141.96	39.0266	415.886	214.396	44.7075	45.3565	29.6221	16.6645	31.8212	0.0	0.0010838
ENST00000324570.9	4.10317	0.0	102.387	0.0	10.8215	7.79751	4.84678	0.0	12.6177	1.94653	10.7474
ENST00000324602.12	730.766	569.078	1232.42	668.823	245.301	382.499	229.683	188.72	355.988	190.342	292.724
