Transcript_ID	SRR32060276	SRR32060306	SRR32060309	SRR32060312	SRR32060326	SRR32060336	SRR32060341	SRR32060215	SRR32060216	SRR32060234	SRR32060240
ENST00000000233.10	27.0	11.0	93.0	45.0	6.0	8.0	9.0	13.0	14.0	0.0	51.0
ENST00000000442.11	1.63135	23.8829	33.278	15.1865	0.313148	0.725104	0.325046	0.599218	0.0849806	17.6847	0.0
ENST00000001008.6	75.0	43.0	262.0	138.0	36.9242	34.0	26.0	30.0	54.0	159.0	1.0
ENST00000002165.11	93.0	41.0	81.0	111.0	18.0	22.0	25.6383	15.0	34.7231	148.0	73.0
ENST00000002596.6	30.2425	19.1686	100.44	44.854	10.1311	8.32036	10.2402	7.18164	13.0648	37.4172	47.2558
ENST00000003100.13	7.25295	32.1787	196.017	105.332	13.3757	31.568	17.5922	0.0	0.0	41.6916	102.987
ENST00000003302.8	187.986	130.196	440.399	601.21	68.7105	97.9508	88.6269	83.8142	106.947	217.583	15.1251
ENST00000005178.6	63.0	151.0	860.0	108.0	46.0	136.0	43.0	34.0	132.0	66.0	193.0
ENST00000005257.7	237.137	111.519	522.119	264.055	61.5275	94.8549	61.5275	38.4547	87.1639	330.0	0.0
ENST00000005259.9	50.1375	6.99371	14.137	0.0	8.4196	5.41911	7.18195	0.968083	8.35765	45.9661	0.0
ENST00000005260.9	12.0402	13.1484	29.0927	26.1372	4.0192	7.05786	3.01603	4.03164	11.0412	3.00672	4.00202
ENST00000005386.8	226.849	168.247	814.498	183.37	96.411	141.781	90.644	47.2603	158.624	264.658	466.932
ENST00000006750.8	12.9989	26.9995	138.996	91.9948	26.9955	19.9973	11.996	18.9952	19.9967	31.995	261.972
ENST00000006777.11	37.4541	23.8345	108.957	40.8591	0.0	0.0	6.80984	0.0	0.0	0.0	0.0
ENST00000007390.3	142.134	86.3562	375.005	275.668	63.8236	70.4204	55.1465	52.297	89.2273	252.878	140.077
ENST00000007516.8	25.8889	31.642	23.4914	0.0	0.0	0.0	0.0	0.0	14.3827	17.2593	89.1728
ENST00000008180.13	590.443	558.646	1744.05	2468.0	348.958	396.655	281.514	396.446	495.144	848.646	1454.76
ENST00000008440.9	11.8951	13.8841	53.534	0.0	10.758	17.2469	9.61035	6.05166	18.5183	0.0	0.0
ENST00000008527.10	42.0	17.0	46.0	1.0	0.0	1.0	4.0	0.0	9.0	0.0	0.0
ENST00000008938.5	12.0	1.0	88.0	47.0	21.0	18.0	20.0	6.0	3.0	0.0	0.0
ENST00000009041.12	66.0	3.0	94.0	138.0	2.0	14.0	8.0	4.0	14.6581	19.0	155.0
ENST00000010404.6	62.9999	140.0	139.0	0.0	6.99998	2.99999	1.99999	5.99997	21.0	129.0	110.0
ENST00000011473.6	0.0	26.4398	29.7982	70.4317	5.77433	17.2684	9.26074	12.6028	17.8039	0.0	0.0
ENST00000011619.6	122.27	39.0	180.092	135.425	16.0	20.0579	22.0	19.0	29.2047	49.0	257.844
ENST00000011653.9	47.0	46.0	244.0	78.0	13.0	20.0	20.0	28.0	56.0	0.0	19.0
ENST00000011691.6	54.3881	47.3994	277.035	167.189	23.2559	30.3414	32.0826	28.6977	36.1839	262.158	266.933
ENST00000012443.9	12.0	0.0	0.0	41.0	0.0	8.0	3.0	11.0	2.0	0.0	69.0
ENST00000013070.11	12.4811	13.4903	0.0	12.3661	0.0	1.73511	3.46391	5.62095	21.465	112.419	0.0
ENST00000013222.5	221.803	277.199	1459.96	961.212	105.753	97.0278	113.468	89.6082	96.9062	429.596	137.373
ENST00000014914.6	472.642	457.731	2246.5	1630.87	351.82	299.422	453.97	126.511	300.948	432.321	42.1599
ENST00000014930.9	44.0	82.0	43.0	39.0	7.0	9.0	3.0	28.0	16.0	106.0	48.0
ENST00000016171.6	195.951	176.3	592.757	404.857	103.255	102.467	82.8286	60.2466	86.7477	321.836	160.348
ENST00000016946.8	69.8798	0.0	40.0483	0.0	0.000192518	0.0	0.0	0.0	58.4799	0.0	66.2828
ENST00000017003.7	35.0	98.0	0.0	0.0	20.0	26.9073	13.7833	12.0	16.0	0.0	0.0
ENST00000019317.8	0.00270253	0.351357	1751.63	0.031166	442.898	318.109	3.86988	0.0169583	213.806	820.153	1108.41
ENST00000020926.8	3.1003	18.9549	72.9905	45.412	1.07756	2.08007	5.18974	1.05374	3.23968	45.13	0.0
ENST00000022615.9	85.0	110.0	393.0	209.0	40.0	49.0	47.0	24.0	30.0	141.0	364.0
ENST00000024061.7	161.305	28.1877	56.7333	532.898	8.31863	45.1695	20.8065	3.24519	30.4668	169.806	307.067
ENST00000025008.10	18.1311	488.744	3287.86	6.61699e-06	4.77536	7.50214	10.622	5.13987	7.80808	26.0833	0.0
ENST00000025301.4	120.654	114.864	539.845	422.639	83.3568	102.0	119.436	95.3418	113.377	100.0	332.0
ENST00000029410.10	65.0	26.9921	126.0	65.0305	17.0	12.0	16.0	15.8245	18.0	41.0	58.0
ENST00000033079.7	37.0038	31.1466	198.021	77.8665	23.0	24.4723	15.5733	4.44951	51.1675	25.2203	28.9218
ENST00000037243.7	898.0	882.183	2430.0	2186.72	274.05	430.0	240.921	549.0	228.0	2370.0	1249.0
ENST00000037869.8	11.2024	13.0694	244.585	24.2718	13.0694	1.86706	14.0	3.73412	0.0	98.9541	210.978
ENST00000038176.8	96.0	40.0	289.0	157.0	8.0	31.0	12.0	18.0	32.0	0.0	228.0
ENST00000039989.9	281.419	197.748	852.692	672.605	93.7658	171.23	140.499	118.867	195.211	206.297	373.966
ENST00000040738.10	708.773	392.858	1856.44	842.742	213.642	96.5591	121.952	108.717	238.216	349.998	16.5359
ENST00000040877.2	43.0	20.0	102.0	0.0	0.0	11.0	4.0	9.0	20.0	2.0	238.0
ENST00000042381.9	12.9935	4.23777	0.0	41.9845	3.99642	12.9902	1.99689	0.998762	16.985	78.9332	0.0
ENST00000044462.12	294.891	113.602	679.313	422.514	81.7097	78.0755	67.971	37.3236	31.2494	281.975	364.527
ENST00000045347.11	0.0	13.9833	38.0	0.0	3.0	12.0	1.96466	7.0	0.0	96.0	0.0
ENST00000046640.9	207.22	126.416	811.956	348.014	152.03	55.1406	85.1559	66.3651	115.577	166.247	227.558
ENST00000046794.10	1114.0	494.0	2144.84	1911.58	312.469	376.0	300.216	186.0	614.0	1025.0	1158.0
ENST00000052569.10	61.4194	87.235	352.373	417.168	53.1197	83.4987	44.5683	72.0	52.0818	0.0	459.312
ENST00000053468.4	258.147	312.562	828.756	737.692	142.123	154.415	139.806	115.38	113.659	119.682	436.487
ENST00000053867.8	34.2003	0.0	0.0	122.671	0.0	23.7256	13.1809	0.0	4.29642	0.0	75.1311
ENST00000054666.11	96.8732	36.1247	133.251	158.078	27.6012	34.0027	12.419	15.4067	39.0	86.0	125.0
ENST00000054950.4	105.0	58.0	255.982	179.0	34.0	22.0	32.0	13.888	44.1154	87.0385	209.0
ENST00000055682.12	5.39738	0.0	52.0956	16.0	0.0	0.0	16.0259	0.0	6.0	6.0	0.0
ENST00000056233.4	49.4064	22.0	76.2194	13.0	0.0	9.0	8.0	7.0	14.0	98.7931	82.0
ENST00000057513.8	56.7003	13.8457	123.284	130.001	28.4358	26.797	42.0113	32.704	18.5296	30.1925	146.092
ENST00000060969.6	31.9147	10.7627	220.624	117.895	16.6405	29.7778	30.5738	8.71906	22.8688	256.952	103.93
ENST00000064780.7	444.0	251.0	1137.0	982.0	147.0	215.0	152.0	74.0	130.0	357.0	690.0
ENST00000066544.8	256.0	166.198	576.0	396.907	58.7304	92.9646	46.695	63.6751	91.2676	519.0	215.088
ENST00000072516.7	107.477	0.0	21.7295	131.427	0.0	0.0	0.0	0.0	0.0	192.478	0.0
ENST00000075120.12	832.039	0.00173891	1536.72	4400.13	155.642	59.6548	36.5838	94.6519	92.8705	579.144	1413.04
ENST00000078429.9	53.0	56.0	83.065	105.281	5.0	14.0	11.0	4.61788	17.0	1.0	63.0
ENST00000081029.8	117.0	21.526	168.621	136.0	14.2982	26.3096	22.7219	24.0	17.3328	42.0	0.0
ENST00000083182.8	118.785	70.9964	355.718	220.792	35.5508	64.873	38.5369	34.6331	58.629	260.019	79.0212
ENST00000084795.9	26.4201	157.797	66.1153	0.0	0.0	0.0	0.0	0.0	0.0	1.8907e-08	43.8325
ENST00000084798.9	12.4569	15.0	47.0	0.0	11.0	2.0	8.0	2.0	0.0	0.0	0.0
ENST00000155674.9	10.0	16.0	12.4473	27.0	1.0	4.0	4.97781	4.97787	2.48947	0.0	0.0
ENST00000155840.12	389.0	255.0	997.0	799.0	175.0	75.0	142.0	41.0	148.0	124.0	301.0
ENST00000156109.7	25.0	31.0	30.0	73.0	20.0	6.0	7.0	7.0	16.0	37.0	0.0
ENST00000156471.10	401.338	270.069	1080.8	935.946	112.648	181.764	201.1	129.0	203.361	252.971	621.56
ENST00000156825.5	181.295	200.585	486.239	327.511	83.7031	62.4178	104.06	87.0631	93.5947	190.021	189.395
ENST00000157600.8	31.0808	30.0021	162.229	61.1196	12.2846	12.0	12.0951	6.17069	16.0066	115.885	18.0
ENST00000157812.7	243.0	161.0	514.0	485.0	130.0	169.0	229.0	114.0	164.0	288.0	469.0
ENST00000158762.8	254.0	131.0	443.0	391.0	81.0	68.0	124.0	57.0	85.0	268.0	353.0
ENST00000158771.9	205.82	215.549	649.716	564.308	83.13	78.7476	103.288	54.6046	70.4133	175.757	374.361
ENST00000159087.7	17.0	3.0	37.0808	23.7947	0.0	7.0	8.0	2.0	9.0	1.0	5.0
ENST00000159111.9	557.962	360.576	2059.88	2035.77	284.268	165.962	289.948	180.925	251.243	86.1749	160.161
ENST00000159647.9	16.8519	8.0	0.0	115.195	17.9124	5.78226	5.98318	3.0	3.0	0.0	0.0
ENST00000160262.10	11.6806	0.0	0.0	35.0418	0.0	0.0	0.0	0.0	8.72727	114.859	0.0
ENST00000161863.9	34.8819	38.204	78.0691	147.998	4.98313	33.2209	11.6273	8.30522	13.2884	197.664	76.4081
ENST00000162391.8	157.0	73.0	200.0	85.0	24.0	28.0	28.0	40.0	24.0	23.0	54.0
ENST00000163416.7	64.0	31.6038	145.377	89.0	14.0	35.0	14.0	27.0	22.0	28.0	34.0
ENST00000164227.10	178.0	28.0	199.0	274.0	51.0	34.0	28.0	8.0	42.0	17.0	196.0
ENST00000167106.9	8.02284	49.4369	72.3184	13.0	13.9999	10.7924	7.0	19.0	32.0	0.0	1.0
ENST00000167825.5	16.0	17.0	26.0	19.0	0.0	8.0	1.0	4.0	13.0	0.0	140.0
ENST00000168216.11	0.0	17.2901	57.6336	86.4504	11.5267	11.5267	27.0	7.46659	28.8168	5.76336	12.0
ENST00000169551.11	46.9552	60.4638	263.562	170.275	17.6599	32.7991	23.9398	37.395	40.4965	106.24	0.0
ENST00000170564.7	129.0	80.0	374.0	379.0	50.0	53.0	61.0	41.0	61.0	223.0	204.0
ENST00000170630.6	85.0	102.0	123.753	428.284	49.8884	26.3857	0.0	31.0	53.9254	16.0	75.0
ENST00000171757.3	247.334	180.82	1020.53	657.486	157.009	136.403	141.21	87.7564	165.356	792.785	526.105
ENST00000173527.6	37.0	24.0	51.0	18.0	1.0	7.0	5.0	5.0	1.0	82.0	0.0
ENST00000174618.5	124.269	91.6128	527.434	535.402	84.8656	40.0	82.7799	36.0	62.7189	75.0	59.0
ENST00000175091.5	308.0	143.0	1021.0	631.0	72.0	85.0	59.0	80.0	91.0	507.0	895.0
ENST00000175756.10	336.431	220.801	578.045	1028.89	111.379	124.651	113.73	91.2035	177.96	146.138	93.17
ENST00000176763.10	1896.44	1141.6	4075.69	6027.19	786.273	549.445	759.913	546.704	974.689	412.485	1116.92
ENST00000177648.13	76.3514	0.0	32.2412	1274.44	13.8172	44.7297	40.9392	0.0	0.0	159.413	0.0
ENST00000177694.2	3.0	5.0	48.0	0.0	0.0	5.0	1.0	10.0	13.0	0.0	6.0
ENST00000177742.7	58.1591	34.0	108.0	20.0238	32.0	27.0	22.0	20.0238	0.0	0.0	0.0
ENST00000178638.8	4.4661	18.359	65.8394	56.9582	1.23088	4.16799	4.36864	1.05509	0.0	4.15789	2.01087
ENST00000179259.6	206.668	175.908	777.462	420.244	84.4341	61.9305	132.28	79.4732	120.818	89.7845	101.258
ENST00000180173.10	10.4246	13.0	68.0	59.688	18.0	1.10533	3.0	6.0	8.84267	106.0	0.0
ENST00000181839.10	80.3288	98.0888	483.75	390.033	50.3493	83.0822	65.7663	25.6953	119.294	306.658	129.838
ENST00000182527.4	60.0465	35.2134	162.013	173.291	16.2216	17.0831	32.0406	12.0647	30.6947	31.0133	79.1239
ENST00000183605.10	28.4873	2.51267	20.2795	0.0	2.77117	0.0	7.49094	0.0	0.0	36.3236	0.0
ENST00000184266.3	642.0	419.0	1518.09	1163.0	240.0	212.0	162.0	139.799	252.981	877.48	904.0
ENST00000184956.11	87.0	78.6733	285.0	254.0	36.0	44.0	46.0	25.0	92.0	123.0	0.0
ENST00000186436.10	152.0	144.0	392.0	391.0	40.0	34.0	47.0	41.0	93.0	83.6569	33.0
ENST00000187762.7	71.8367	10.348	172.617	23.4358	23.6557	41.8407	39.2899	18.1066	24.7167	45.9035	42.8902
ENST00000187879.12	16.0	11.0	9.0	0.0	0.0	0.0	0.999994	1.99999	0.0	68.9999	93.9999
ENST00000188376.9	1552.49	964.113	2506.4	2335.04	527.695	538.16	380.607	274.185	387.211	1406.4	1461.39
ENST00000190611.9	28.413	11.1808	87.0563	51.4786	29.0305	18.7323	12.2996	6.34382	18.5692	105.872	7.03791
ENST00000192788.6	151.934	133.63	653.502	652.383	72.8217	84.0346	104.646	61.9454	53.6682	46.4931	78.0033
ENST00000193391.8	19.2823	31.1537	129.584	126.171	35.0992	28.4568	31.779	18.4575	37.4217	36.0382	6.00527
ENST00000194097.8	0.0	1.40332e-07	2.34136e-05	60.4826	63.6784	0.0	0.0	35.9613	23.7826	0.0	0.0
ENST00000194130.7	28.1509	42.1319	102.783	111.498	8.46404	19.9944	7.31279	12.4045	11.8963	1.12744	1.09813
ENST00000194155.7	16.1551	2.00967	27.1399	1.00242	3.00908	0.0	4.14487	4.02	3.0116	68.0358	2.00017
ENST00000194214.10	0.0	19.0	54.0178	0.0	0.0	1.0	1.15487	7.0	4.18994	0.0	110.989
ENST00000194530.8	6.68868e-06	316.094	2.43849e-07	5.03207e-06	189.657	63.2188	1.24597e-05	252.875	2.84976e-06	2.2725e-05	5.76802e-06
ENST00000196061.5	53.0	12.0	78.0	41.0	17.0	12.0	17.0	4.0	21.0	0.0	1.0
ENST00000196371.10	4.72525	0.0	78.5024	0.0	5.01079	8.35132	10.0216	13.3621	21.7134	8.35132	45.0
ENST00000196482.4	82.0	74.0	354.0	232.0	44.0	40.0	61.8284	22.7047	34.0	97.0	147.0
ENST00000196551.8	191.376	320.298	1035.41	513.524	26.7146	88.2768	67.6797	192.942	89.217	1225.84	1434.92
ENST00000197268.13	27.9375	39.1737	113.112	77.655	10.7442	16.8478	14.5562	5.8005	9.3419	7.24078	2.21138
ENST00000198767.11	72.0	45.0	170.0	38.8339	4.45333	6.48244	7.0	15.5867	26.72	32.0	121.0
ENST00000199389.11	1587.87	1509.68	1635.3	3921.16	520.804	644.0	489.0	1418.0	433.183	1424.8	2374.0
ENST00000199447.9	36.0	17.0	194.914	14.0	4.91608	9.83107	4.91608	4.91531	7.0	0.0	0.0
ENST00000199706.13	91.6534	53.0388	209.902	239.357	41.7958	59.6701	30.1103	19.5949	22.084	38.0301	38.7335
ENST00000199708.3	25.0	50.0	23.0	140.0	10.0	6.0	3.0	13.0	12.0	71.0	0.0
ENST00000199764.7	41.0	4.0	30.0	22.0	20.0	19.0	2.0	2.0	0.0	33.0	0.0
ENST00000199814.9	158.708	64.4031	489.501	282.913	29.9014	41.402	52.9025	29.9014	91.0	162.0	0.0
ENST00000200639.9	691.484	292.27	2333.76	1524.08	249.787	126.998	198.366	80.0264	213.984	335.763	782.867
ENST00000200652.4	66.0	35.0	186.0	185.0	31.0	10.0	8.0	6.0	28.0	11.0	12.0
ENST00000201031.3	79.0	45.0	170.0	257.0	23.0	10.0	21.0	14.0	18.0	9.0	42.0
ENST00000202017.6	64.0	79.0	169.0	308.0	46.0	50.0	38.0	28.0	42.0	60.0	11.0
ENST00000202677.12	427.722	36.1314	734.673	607.888	84.3067	108.301	60.2191	28.8068	108.394	0.0	0.0
ENST00000202773.14	2530.46	2210.53	12223.1	4582.0	745.668	1611.76	1086.11	884.922	723.072	7818.0	10258.7
ENST00000202834.12	0.0	19.7698	441.34	2.28035e-06	0.0	0.114494	1.37381	29.7055	0.0	206.689	0.0
ENST00000203001.7	164.1	180.0	610.41	259.0	86.0	93.6369	82.5364	61.0	118.616	186.0	64.0
ENST00000203166.10	58.0376	28.6758	295.397	359.646	33.6368	36.5571	28.6408	20.0908	24.2971	24.3864	15.4586
ENST00000203556.9	118.0	61.0	229.0	316.0	39.0	46.0	46.0	40.0	80.0	22.0	134.0
ENST00000203629.3	3.0	8.0	28.0	18.0	2.0	12.0	0.0	4.0	3.0	0.0	0.0
ENST00000203630.10	78.0	0.0	61.6364	130.977	29.0	23.1136	39.0	0.0	15.4091	0.0	0.0
ENST00000203664.10	1.00794	0.0	13.0323	34.0247	0.0	1.0	3.0	2.02426	1.00473	0.0	83.0
ENST00000204549.9	305.301	307.147	1103.99	493.655	127.321	165.598	207.243	104.976	232.875	308.527	345.85
ENST00000204566.7	71.6028	3.89951	0.0	0.0	16.1048	5.84243	1.6984	15.6133	12.2616	0.0	0.0
ENST00000204679.9	515.134	337.327	1327.73	731.034	108.778	185.506	134.278	58.7238	136.19	615.147	372.42
ENST00000204726.9	0.0	0.0	190.247	0.0	7.31721	36.586	14.6344	0.0	7.31721	0.0	0.0
ENST00000205402.10	174.977	77.1657	411.0	295.0	52.0	76.0	44.0	39.0	36.0	180.0	199.0
ENST00000205636.4	865.218	383.494	3989.01	3977.22	575.129	446.194	391.697	160.194	269.34	696.6	1317.61
ENST00000206020.8	23.3248	59.0	269.0	108.849	18.0	25.0	7.77492	20.0	22.0	233.247	18.1415
ENST00000206249.8	9.97615	10.9896	52.9389	35.9327	2.98869	0.0	1.98832	2.98537	9.96267	0.996392	0.0
ENST00000206380.8	29.0	60.0	210.0	115.0	19.0	21.0	26.0	9.0	31.0	88.9213	65.0
ENST00000206423.8	215.096	263.645	937.963	774.69	124.951	140.519	147.285	79.1853	202.599	237.047	128.046
ENST00000206451.11	2197.66	992.995	3013.11	3018.25	746.333	682.991	708.741	341.596	965.859	2538.09	2480.96
ENST00000206513.6	10.0	10.0	0.0	20.0	0.0	5.0	0.0	3.0	8.0	10.0	0.0
ENST00000206542.9	76.8733	55.0	181.489	191.666	38.3122	32.4745	40.5012	25.6982	38.0	290.0	129.851
ENST00000206595.11	127.102	43.8587	191.642	133.698	19.6974	44.2317	6.1167	7.594	27.1243	50.9991	175.107
ENST00000207549.9	28.4364	29.5739	152.419	79.6219	14.5744	2.30871e-08	9.96416	27.0	27.2989	0.0	0.0
ENST00000209728.9	17.1871	15.4625	86.4409	69.328	7.13314	13.5761	6.82094	4.09573	4.03698	2.00676	16.5463
ENST00000209875.9	422.167	437.886	1618.19	1123.09	175.353	205.923	186.085	108.51	287.439	106.13	150.762
ENST00000209884.5	222.0	166.0	601.0	369.0	48.0	139.0	90.0	68.0	111.0	114.0	178.0
ENST00000210313.8	104.099	89.4632	275.345	224.872	47.35	46.9124	47.5552	19.6042	51.182	228.461	120.0
ENST00000210444.6	31.2407	38.1765	95.0	54.733	5.0	16.7002	22.1921	19.0	8.0	36.0	0.0
ENST00000211936.10	29.0	0.0	100.0	0.0	0.0	19.0	0.0	1.0	1.0	0.0	59.0
ENST00000212015.11	107.412	40.7608	318.889	202.0	10.0	22.1142	29.7371	11.2841	32.0	0.0	0.0
ENST00000214869.7	61.0	61.9271	117.251	63.0	27.0	24.0	18.0	7.0	13.4084	87.0	226.0
ENST00000215095.11	46.6551	47.1611	250.774	230.466	27.9209	21.3479	20.0586	5.21485	20.0481	28.1678	35.2334
ENST00000215115.5	10.5602	16.2042	27.7895	42.1237	4.49355	11.4805	2.36135	1.0	6.31471	0.0	45.7392
ENST00000215368.4	26.3501	29.2758	121.611	33.7585	5.00756	14.1549	5.27535	26.3651	24.1128	104.761	135.171
ENST00000215375.7	66.7039	53.3631	73.3743	157.866	26.0	35.5754	20.0112	11.1173	33.352	128.961	4.44693
ENST00000215531.6	114.0	72.0	63.161	374.0	35.0	85.0	55.0	81.0	8.0	192.0	17.0706
ENST00000215565.3	0.0	0.0	86.9888	109.46	0.0	18.0	1.75738e-08	2.70676e-08	10.0	191.0	127.0
ENST00000215570.8	197.0	266.0	502.043	505.0	101.0	201.0	70.0	91.9805	51.0	432.0	117.0
ENST00000215574.9	109.573	708.473	160.935	660.862	39.3597	84.782	30.8174	160.935	61.0896	828.646	592.379
ENST00000215631.9	221.0	123.0	771.0	294.0	42.0	40.0	41.0	33.0	57.0	257.0	261.0
ENST00000215730.12	349.754	330.5	949.843	1065.02	158.87	178.384	162.245	113.641	155.566	400.754	849.952
ENST00000215742.9	89.0	76.0	116.0	164.936	15.6021	24.5176	18.0	20.0598	11.1443	234.0	0.0
ENST00000215754.8	82.0	59.0	85.0	72.0	17.0	28.0	11.0	13.0	23.0	270.0	66.0
ENST00000215770.6	530.39	380.906	875.201	820.519	246.046	176.723	162.533	82.2521	122.909	781.005	627.831
ENST00000215793.13	613.0	595.0	1404.0	1761.0	296.0	232.0	282.0	206.0	308.0	222.0	215.0
ENST00000215794.8	26.0003	0.0	48.0808	0.0	0.0	0.0	6.07915	1.70167	21.3373	0.0	0.0
ENST00000215829.8	472.104	407.293	1150.98	1319.23	196.971	226.605	172.407	131.382	193.568	542.808	302.601
ENST00000215832.11	1124.42	569.247	3301.6	2207.2	247.964	310.828	281.0	241.631	371.118	1176.0	1769.0
ENST00000215886.6	17.0	38.0	77.0	0.0	5.0	7.0	11.0	11.0	15.0	64.0	1.0
ENST00000215906.6	90.0	15.0848	308.0	253.0	42.0	39.8673	30.0799	45.0	61.0	0.0	103.0
ENST00000215909.10	264.0	264.0	971.0	1075.0	166.0	113.0	82.0	78.0	188.0	645.0	1094.0
ENST00000215912.10	188.0	282.0	896.0	354.0	52.0	73.0	106.0	65.0	104.0	396.0	157.0
ENST00000215917.11	249.163	524.524	842.351	872.407	200.361	133.319	111.378	124.543	125.205	13.2005	80.4834
ENST00000215919.3	18.0	21.0	78.0	51.0	5.0	4.0	5.0	5.0	11.0	41.0	6.0
ENST00000215941.9	7.0	16.0	43.0	29.0	3.0	8.0	0.0	5.0	5.0	0.0	0.0
ENST00000215957.10	85.7018	37.591	188.904	122.599	47.617	23.7279	41.5658	23.4281	46.8267	107.26	211.621
ENST00000216034.6	322.0	271.0	1085.0	623.0	118.0	146.0	144.0	101.0	187.0	765.0	438.0
ENST00000216037.10	0.0	57.1619	0.0	0.0	9.99094	47.5674	27.9831	0.0	0.0	0.0	0.0
ENST00000216038.6	48.0	50.0	180.0	173.0	8.0	18.0	12.0	25.0	53.0	49.0	45.0
ENST00000216039.9	265.763	234.504	790.661	842.088	120.35	98.8581	142.969	70.2476	126.49	171.407	471.689
ENST00000216044.10	149.126	75.0837	291.381	301.011	69.7853	33.8941	57.2628	46.136	64.5035	35.2043	37.9822
ENST00000216061.9	17.0868	42.627	68.7577	96.9373	20.9043	18.3638	20.0	3.65799	7.01621	27.4883	0.0
ENST00000216106.6	58.9221	113.942	308.879	250.152	39.5785	46.6751	46.3105	16.4736	58.3897	129.043	98.8414
ENST00000216121.12	10.0	5.0	64.0	40.0	5.0	13.0	2.0	5.0	27.0	48.0	0.0
ENST00000216122.9	93.0	118.0	258.0	364.0	39.0	46.0	71.0	43.0	71.0	41.0	30.0
ENST00000216124.10	224.262	151.867	605.899	520.383	81.1633	77.0223	85.5002	55.6783	86.5666	97.5248	171.826
ENST00000216129.7	47.0	90.0	156.0	148.0	37.0	15.0	35.0	16.0	27.0	1.0	63.0
ENST00000216133.10	176.0	148.0	478.0	340.0	37.0	61.0	68.0	53.0	103.0	167.0	121.0
ENST00000216144.4	67.5349	58.3846	187.0	248.022	35.0	18.3717	34.0	13.0	31.4943	127.0	56.0
ENST00000216146.9	0.570751	0.122513	2350.58	0.481987	0.190391	0.337237	157.577	0.507258	0.258542	5837.12	2.2813
ENST00000216160.11	11.0	27.0	58.0	21.0	14.0	10.0	8.0	8.0	13.0	0.0	0.0
ENST00000216177.9	6.0	6.0	30.0	1.0	20.0	2.0	5.0	2.0	2.0	0.0	72.0
ENST00000216180.8	52.6122	33.244	54.4479	189.374	27.844	9.72451	27.3198	19.5483	28.0716	43.9879	85.6886
ENST00000216181.11	1821.97	945.0	2565.0	4116.0	726.0	359.0	621.0	489.0	945.998	543.999	1052.0
ENST00000216190.13	78.8704	77.6933	227.255	155.149	18.8347	28.2521	26.827	21.1891	44.7325	213.739	89.465
ENST00000216218.8	1096.65	1623.82	2260.16	2513.75	418.126	534.202	416.877	600.353	408.14	2044.45	1085.88
ENST00000216225.9	192.0	268.0	816.0	565.0	131.0	156.0	63.0	175.0	43.0	965.0	1150.0
ENST00000216237.10	99.8357	24.0	168.469	124.415	16.7183	22.0189	38.0	8.23602	37.0	19.0	156.258
ENST00000216259.8	1.0	14.0	23.0	23.0	3.0	4.0	4.0	0.0	5.0	18.0	51.0
ENST00000216264.13	112.763	43.0138	366.13	204.733	26.5983	41.6393	37.3499	24.009	49.2021	103.004	108.566
ENST00000216268.6	125.0	85.0	419.0	280.0	40.0	41.0	52.0	54.0	65.0	53.0	191.0
ENST00000216274.10	1.30195	16.0	146.0	94.0	6.0	10.0	8.0	4.0	8.0	0.0	63.0
ENST00000216277.13	606.462	310.283	1277.21	517.382	62.713	156.298	61.3597	121.417	160.039	714.775	931.736
ENST00000216281.13	2811.07	1820.95	10333.9	3607.82	529.643	1053.91	732.516	527.23	753.885	8533.72	10030.6
ENST00000216288.11	0.0	0.0	1.30444e-05	288.624	0.0	49.9868	0.0	5.74361	0.0	147.56	205.288
ENST00000216294.5	122.753	80.8503	376.675	301.131	84.65	62.5483	87.7281	37.631	111.554	208.443	41.2136
ENST00000216297.7	647.0	493.0	1685.02	1396.0	233.0	287.0	394.0	332.0	488.0	391.0	562.0
ENST00000216338.9	29.9825	0.0	159.0	8.85817	14.0	33.1798	10.0	64.0	10.6298	0.0	1.0
ENST00000216341.9	20.3529	16.6524	129.0	75.861	5.0	22.2032	40.7059	12.9519	18.3436	0.0	0.0
ENST00000216366.9	64.9222	18.8717	98.3594	182.743	13.8894	14.0125	26.7619	3.80865	23.6808	5.01161	2.63573
ENST00000216373.10	250.36	53.0041	845.962	473.283	72.0213	105.693	52.2398	99.458	112.03	274.367	188.627
ENST00000216392.8	476.987	236.0	1047.0	653.0	123.999	75.7115	107.0	78.0	110.0	0.0	0.0
ENST00000216410.8	121.982	93.182	383.954	101.78	47.541	53.8697	60.62	38.6732	42.7448	89.0834	262.381
ENST00000216416.9	131.0	139.0	388.578	278.481	19.4289	47.9246	28.0	22.0	41.0	304.998	479.0
ENST00000216442.12	184.798	115.831	489.424	493.818	67.4292	120.205	84.6551	61.472	24.2212	326.356	450.248
ENST00000216445.8	111.384	31.2117	239.398	261.309	35.8488	37.1969	35.843	13.4354	27.899	5.01754	5.03173
ENST00000216452.9	28.0	22.4838	130.552	34.9707	0.0	5.6497	18.0	6.0	2.10424	181.281	113.0
ENST00000216455.9	73.7109	68.9595	214.541	98.3311	15.981	17.8784	8.44153	0.0	0.0	0.0	0.0
ENST00000216456.6	29.6168	54.3113	52.6233	181.404	17.7709	31.7144	0.0	29.8825	12.2304	101.911	2.12978
ENST00000216468.8	204.822	149.528	621.839	817.384	95.2528	89.2238	108.022	68.8938	124.08	295.023	344.0
