gene	mean_log2_TPM_plus1_AC	mean_log2_TPM_plus1_TOL	delta_log2_TPM_plus1_TOL_minus_AC	welch_t_TOL_vs_AC	welch_p_value	rank_metric	FDR
ASB3	4.826593120892842	5.094138741493225	0.2675456206003828	0.6739868815939151	0.5219089859811433	0.6739868815939151	1.0
WDR73	4.0878119468688965	4.391673743724823	0.3038617968559265	0.6739543991797067	0.5193398986760326	0.6739543991797067	1.0
CIC	1.4354742566744487	1.739825576543808	0.30435131986935926	0.6738803136859614	0.5194977769135355	0.6738803136859614	1.0
PCDHA5	1.102299386014541	1.443706937134266	0.341407551119725	0.6738445998993957	0.5327966096046011	0.6738445998993957	1.0
WLS	3.4448673923810325	3.8984296917915344	0.45356229941050197	0.6734154817559296	0.5202212404301451	0.6734154817559296	1.0
IFIT1	3.005729635556539	3.5767211318016052	0.5709914962450662	0.6733978250967418	0.521958187354641	0.6733978250967418	1.0
TTPAL	4.059150338172913	4.403386473655701	0.3442361354827881	0.673150314859767	0.5224951711906562	0.673150314859767	1.0
FAM53B	3.4730848471323648	3.8306018710136414	0.3575170238812766	0.6729495670317467	0.531347852040058	0.6729495670317467	1.0
NUP54	2.51538876692454	2.8548402786254883	0.3394515117009482	0.6728097646535598	0.521605506385619	0.6728097646535598	1.0
CT45A5	2.274003028869629	2.7741620540618896	0.5001590251922607	0.6726580087787398	0.5342130840040955	0.6726580087787398	1.0
BBS7	1.5472289125124614	1.8299977481365204	0.28276883562405897	0.6725698150834892	0.5217744831839382	0.6725698150834892	1.0
TRPM6	1.9379446903864543	2.388632297515869	0.4506876071294148	0.6724336429854226	0.5288872033263649	0.6724336429854226	1.0
ZBTB39	0.9678834080696106	1.2665200531482697	0.29863664507865906	0.672373923569309	0.5353076769743437	0.672373923569309	1.0
CA8	0.11639340966939926	0.19390304759144783	0.07750963792204857	0.672367096920355	0.5243677006550792	0.672367096920355	1.0
ZNF582	0.3438866138458252	0.7192497849464417	0.37536317110061646	0.6722835227770534	0.5250556126249842	0.6722835227770534	1.0
H2BC4	3.617687463760376	3.9328776597976685	0.3151901960372925	0.6720391684199988	0.5232300630590133	0.6720391684199988	1.0
MRRF	2.36491451660792	2.5626275539398193	0.19771303733189916	0.6718485654735238	0.5206061642872212	0.6718485654735238	1.0
ACTR3C	2.5345711509386697	3.2913644313812256	0.7567932804425559	0.6717420758464153	0.5326608591566047	0.6717420758464153	1.0
GTPBP4	3.9093504746754966	4.1910688281059265	0.28171835343042995	0.671600274151861	0.5315389175901265	0.671600274151861	1.0
HAUS2	3.1506668825944266	3.5378257632255554	0.3871588806311288	0.6714679393983543	0.5216670948741142	0.6714679393983543	1.0
MMAA	1.41690396455427	1.7224383354187012	0.30553437086443114	0.6713867393890736	0.5212433070937098	0.6713867393890736	1.0
ZNF726	4.009953339894612	4.651072084903717	0.6411187450091047	0.6711912054741296	0.5220687952443099	0.6711912054741296	1.0
NEGR1	1.369663546482722	1.6026984006166458	0.23303485413392377	0.6706415934317363	0.5235087140728907	0.6706415934317363	1.0
RFT1	2.562177538871765	2.885715276002884	0.3235377371311188	0.6704403677882498	0.5262590644350538	0.6704403677882498	1.0
DNAH11	0.1098394642273585	0.15815090388059616	0.048311439653237656	0.6702752604900036	0.5249565648633763	0.6702752604900036	1.0
EZR	4.992028474807739	5.335620224475861	0.34359174966812134	0.6701584228735703	0.5444962264485179	0.6701584228735703	1.0
MXRA7	3.4920929272969565	3.7665467858314514	0.2744538585344949	0.6700982701156377	0.5305398216220026	0.6700982701156377	1.0
GIPR	2.540558844804764	2.9045873284339905	0.3640284836292267	0.6700787936036938	0.5234073690836164	0.6700787936036938	1.0
SIAH3	0.7620016733805338	1.0411959290504456	0.27919425566991174	0.6697602948627949	0.5218736211721905	0.6697602948627949	1.0
NFIB	0.8387834963699182	1.1029502749443054	0.2641667785743872	0.6695813234893472	0.5268397809521105	0.6695813234893472	1.0
UNC45A	1.1554386218388875	1.454639881849289	0.2992012600104015	0.669311273772831	0.5270440510015937	0.669311273772831	1.0
MKI67	1.3454425434271495	1.6702139675617218	0.3247714241345723	0.6691867054075997	0.5222157342037537	0.6691867054075997	1.0
ARHGAP39	0.217667023340861	0.400613259524107	0.18294623618324599	0.6688757236260562	0.5320344703815957	0.6688757236260562	1.0
NPEPPS	5.27933684984843	5.616314768791199	0.3369779189427691	0.6688342971924017	0.5225053791391359	0.6688342971924017	1.0
KLF16	1.9150522152582805	2.2925247848033905	0.37747256954511	0.6685868196779202	0.5229769364264004	0.6685868196779202	1.0
ZSCAN20	0.30123817920684814	0.47156673669815063	0.1703285574913025	0.6683058789926343	0.5262066079443598	0.6683058789926343	1.0
C5AR1	5.455336888631185	5.8697932958602905	0.4144564072291059	0.6677047491860291	0.5233585820544959	0.6677047491860291	1.0
CSRP3	1.543863686422507	1.9474597573280334	0.4035960709055264	0.6676445356949263	0.5234953050515652	0.6676445356949263	1.0
SLFN11	3.078599512577057	3.6566163301467896	0.5780168175697327	0.667503952421766	0.5260842189003099	0.667503952421766	1.0
VIPR1	0.6613666514555613	0.9000434800982475	0.23867682864268625	0.6674085015980324	0.5246992343615222	0.6674085015980324	1.0
GRN	6.21064305305481	6.740755915641785	0.5301128625869751	0.6670459100678651	0.5249668697872574	0.6670459100678651	1.0
ZSCAN9	0.3592604200045268	0.6183378100395203	0.25907739003499347	0.6668556688146696	0.5286484606308357	0.6668556688146696	1.0
RBM39	8.985098838806152	9.310431241989136	0.3253324031829834	0.6668283367682628	0.5265170690167295	0.6668283367682628	1.0
HSPBP1	1.7060798009236653	2.07805535197258	0.37197555104891467	0.6667713970567741	0.5238540125705688	0.6667713970567741	1.0
GFRA1	0.5720391348004341	0.8691321164369583	0.2970929816365242	0.6667285019152119	0.5242325460127979	0.6667285019152119	1.0
LY75	1.7215114831924438	2.0295583605766296	0.3080468773841858	0.6666733566899464	0.5250150951374984	0.6666733566899464	1.0
ZNF843	1.7338614736994107	2.0772528648376465	0.3433913911382358	0.6663141388148296	0.5246653126101394	0.6663141388148296	1.0
EFCAB12	0.16658587257067362	0.3232824206352234	0.15669654806454977	0.6662584692802727	0.5376539223883493	0.6662584692802727	1.0
U2AF2	2.2314082781473794	2.5195204615592957	0.28811218341191625	0.6658583310593914	0.5288987524028649	0.6658583310593914	1.0
RFC3	1.4980789721012115	1.9728914499282837	0.47481247782707214	0.6658081825478596	0.5246143783001245	0.6658081825478596	1.0
SHOC1	3.0555243088553348	3.667951464653015	0.6124271557976804	0.6657126214855598	0.5253604400776034	0.6657126214855598	1.0
LRRC42	0.41556915640830994	0.6760528460144997	0.26048368960618973	0.665340294102706	0.5361101310152204	0.665340294102706	1.0
ESR2	2.6831867496172586	3.043760299682617	0.36057355006535863	0.6653030202727206	0.5255823717623361	0.6653030202727206	1.0
DUSP4	0.5800105854868889	0.7555248867720366	0.17551430128514767	0.6651209650725519	0.5340546557416928	0.6651209650725519	1.0
ACACB	0.445755139614145	0.5851019695401192	0.1393468299259742	0.6650396684778679	0.5247451907420366	0.6650396684778679	1.0
LSM14B	3.0227519124746323	3.5015804767608643	0.478828564286232	0.6649922694195393	0.52565471176116	0.6649922694195393	1.0
HMGN2	8.858639478683472	9.15093183517456	0.29229235649108887	0.6649507616175415	0.5271625792013761	0.6649507616175415	1.0
TMSB4X	8.377885421117147	8.649473667144775	0.271588246027628	0.6648777842000403	0.5248567592303996	0.6648777842000403	1.0
TRPM1	0.6791137407223383	0.8468575701117516	0.16774382938941323	0.6648002979997772	0.525728443698496	0.6648002979997772	1.0
PANO1	2.0836106091737747	2.577746331691742	0.4941357225179672	0.6646931757076245	0.5250327115859694	0.6646931757076245	1.0
FAM89B	4.731416702270508	5.025053262710571	0.2936365604400635	0.6644874401576798	0.5276999609153896	0.6644874401576798	1.0
MTSS1	3.863909204800924	4.571409612894058	0.7075004080931344	0.6643246167458209	0.534406715876596	0.6643246167458209	1.0
ESYT3	0.03939950466156006	0.12899622321128845	0.0895967185497284	0.6642747484688356	0.546968707171275	0.6642747484688356	1.0
MAB21L2	0.5848241647084554	0.8932624012231827	0.30843823651472724	0.6642145545692214	0.5302862024107963	0.6642145545692214	1.0
GDPGP1	4.066278378168742	4.293557107448578	0.22727872927983572	0.6639736084955213	0.5296637920336508	0.6639736084955213	1.0
UTS2R	2.2989432712395987	2.76651531457901	0.46757204333941127	0.6638551546456698	0.5281056201186012	0.6638551546456698	1.0
FAM169A	0.6571577166517576	1.0045087039470673	0.34735098729530967	0.6636231789823608	0.5348351480806518	0.6636231789823608	1.0
TUSC2	2.703174521525701	3.0381925106048584	0.33501798907915736	0.6633788560651264	0.5311323025669163	0.6633788560651264	1.0
FXYD1	0.27288077274958294	0.5511741936206818	0.2782934208710988	0.6633314895415281	0.5405051054748916	0.6633314895415281	1.0
HSD17B2	2.396420975526174	2.82906374335289	0.43264276782671596	0.6632920275054033	0.5257956783936106	0.6632920275054033	1.0
LSG1	4.366134881973267	4.670751094818115	0.30461621284484863	0.66314375855945	0.5259109124610547	0.66314375855945	1.0
AP5B1	3.99821404616038	4.415317475795746	0.41710342963536595	0.6627105013258173	0.5262301924282866	0.6627105013258173	1.0
ERCC6L2	3.4267093737920127	3.833350658416748	0.40664128462473537	0.662556064394768	0.5376605245216756	0.662556064394768	1.0
PAM	2.5401251316070557	2.995774269104004	0.45564913749694824	0.6625487637272409	0.5282304738108221	0.6625487637272409	1.0
SLC15A1	2.2877469062805176	2.522188186645508	0.23444128036499023	0.6625018250938068	0.5266960484611498	0.6625018250938068	1.0
PASK	2.2478745579719543	2.475919336080551	0.2280447781085968	0.6624937781669002	0.5437099915221136	0.6624937781669002	1.0
TBC1D3G	0.12038577596346538	0.3730504512786865	0.25266467531522113	0.662432474539904	0.5513655020508411	0.662432474539904	1.0
SMIM14	4.999112844467163	5.221330046653748	0.22221720218658447	0.6623718150846823	0.5382935192868296	0.6623718150846823	1.0
SLC24A5	0.1400234897931417	0.45580872893333435	0.31578523914019263	0.6622576561915556	0.5480503431438938	0.6622576561915556	1.0
CDC5L	4.540785471598308	4.7887802720069885	0.24799480040868094	0.6621387458455257	0.5325717113452864	0.6621387458455257	1.0
TIAM1	2.0777746438980103	2.447494924068451	0.3697202801704407	0.6621300440244162	0.5266678754883539	0.6621300440244162	1.0
FIP1L1	3.8756139278411865	4.2119632959365845	0.33634936809539795	0.6618525979938333	0.5291390531191422	0.6618525979938333	1.0
AIDA	4.463552316029866	4.711093902587891	0.24754158655802438	0.661728312486478	0.5278983840783718	0.661728312486478	1.0
RASGEF1B	1.8458860516548157	2.115065276622772	0.26917922496795654	0.6613739117294741	0.5270319076581648	0.6613739117294741	1.0
KCNE1	0.8333764771620432	1.2247936725616455	0.3914171953996023	0.6609651379638459	0.5322505049783658	0.6609651379638459	1.0
TMEM214	0.1197663148244222	0.38831186294555664	0.26854554812113446	0.660853007233824	0.5488047792764726	0.660853007233824	1.0
LAMTOR1	4.671433925628662	5.387222647666931	0.715788722038269	0.6607817199963361	0.5294687342438003	0.6607817199963361	1.0
RTCB	2.7281165520350137	3.0430272817611694	0.31491072972615575	0.6605483004641289	0.5399419354790653	0.6605483004641289	1.0
F2RL2	3.2292704979578652	3.6745293140411377	0.44525881608327245	0.6603465301263497	0.5275944851893893	0.6603465301263497	1.0
PRSS51	0.06796247760454814	0.2199699729681015	0.15200749536355335	0.6602429427692098	0.5491327552408932	0.6602429427692098	1.0
ZNF706	6.540735483169556	6.834761619567871	0.29402613639831543	0.6601598639608	0.5284457825053802	0.6601598639608	1.0
DCAF15	0.24479356656471887	0.4342735521495342	0.18947998558481535	0.6601427680081602	0.540694320353818	0.6601427680081602	1.0
NFU1	2.3090415398279824	2.8839256167411804	0.574884076913198	0.6601167635932385	0.529747570538265	0.6601167635932385	1.0
NUAK2	3.683056652545929	4.182042062282562	0.4989854097366333	0.6597256000339673	0.5281938776547513	0.6597256000339673	1.0
RGP1	3.4022241036097207	3.6350454688072205	0.23282136519749974	0.6593843844915999	0.5455575254203832	0.6593843844915999	1.0
YIF1A	3.7369179328282676	3.9866459369659424	0.24972800413767482	0.6593510547862937	0.5426002455368923	0.6593510547862937	1.0
ARL6IP1	6.422606945037842	6.6369428634643555	0.21433591842651367	0.6592908461635334	0.5393665772187121	0.6592908461635334	1.0
PIP4K2A	7.710227092107137	8.026639223098755	0.31641213099161813	0.6592084775636835	0.5284248705545161	0.6592084775636835	1.0
UVSSA	3.944177985191345	4.268195629119873	0.32401764392852783	0.6591735168686739	0.5367221752288889	0.6591735168686739	1.0
SEPTIN1	0.18059229850769043	0.5827270746231079	0.4021347761154175	0.6591625669714597	0.549714036650866	0.6591625669714597	1.0
TOR1AIP2	4.872602462768555	5.217083930969238	0.3444814682006836	0.6591001288103003	0.5287600684897562	0.6591001288103003	1.0
CCDC88A	5.454219023386638	5.743382930755615	0.28916390736897757	0.6590415633460267	0.5285865345633891	0.6590415633460267	1.0
GFI1B	2.0590749979019165	2.398036539554596	0.33896154165267944	0.6588597161604839	0.5308040146265406	0.6588597161604839	1.0
POLR1B	3.5296420653661094	3.8700039386749268	0.3403618733088174	0.6588166690075511	0.5309443996878962	0.6588166690075511	1.0
CDC34	7.1421505610148115	7.511620998382568	0.36947043736775687	0.658729179604223	0.5377741405154824	0.658729179604223	1.0
TRMT12	1.9543370207150776	2.3936732709407806	0.439336250225703	0.6582988512646042	0.5288316211508722	0.6582988512646042	1.0
RTL5	0.07138226429621379	0.22942878305912018	0.15804651876290637	0.6577682301718744	0.5504651139260796	0.6577682301718744	1.0
CITED2	4.180157105127971	4.397974252700806	0.217817147572835	0.6576512527409238	0.5292278271690725	0.6576512527409238	1.0
TIMM8A	1.661940077940623	2.049913614988327	0.387973537047704	0.657243619483513	0.5323340216331942	0.657243619483513	1.0
LRRC37A	3.803983906904856	4.465373456478119	0.6613895495732627	0.6567710316657366	0.5314291947028958	0.6567710316657366	1.0
GSDMA	2.6398934523264566	2.9619162678718567	0.32202281554540013	0.6566996971231421	0.536118978730094	0.6566996971231421	1.0
PROSER3	4.840506275494893	5.2482157945632935	0.40770951906840036	0.6563037412805399	0.5300685992019281	0.6563037412805399	1.0
EDA	0.19368340571721396	0.6198553442955017	0.4261719385782877	0.6562443678467197	0.5512870884003869	0.6562443678467197	1.0
CD82	6.032269477844238	6.361098289489746	0.3288288116455078	0.656038459586406	0.5304868548125299	0.656038459586406	1.0
TSPAN3	3.8414668242136636	4.0975300669670105	0.2560632427533469	0.6559404200462221	0.5342255334398743	0.6559404200462221	1.0
TINAGL1	2.4742288341124854	2.9787384271621704	0.504509593049685	0.6558335819954069	0.5312563298203695	0.6558335819954069	1.0
PLEKHO1	7.5948193073272705	7.921277046203613	0.3264577388763428	0.6553815300278415	0.5393373125334926	0.6553815300278415	1.0
NBEAL1	2.573995143175125	3.089024990797043	0.5150298476219177	0.6550994130852859	0.5314372321372414	0.6550994130852859	1.0
ANKRD13A	5.840564648310344	6.167505979537964	0.32694133122762015	0.6550843155549478	0.5346961306519684	0.6550843155549478	1.0
PTK7	1.4247538795073826	1.818902239203453	0.3941483596960704	0.6549307023897077	0.5310685596902098	0.6549307023897077	1.0
RAMAC	3.9731187423070273	4.272693514823914	0.29957477251688625	0.6542613719226735	0.5316157921540283	0.6542613719226735	1.0
KHNYN	4.738416035970052	5.013513088226318	0.27509705225626657	0.6540536079042867	0.5314349569269553	0.6540536079042867	1.0
PIK3CD	7.002140522003174	7.36592972278595	0.3637892007827759	0.654050871146446	0.5338462912619072	0.654050871146446	1.0
ENSG00000283809	0.9889556368192037	1.4053953289985657	0.41643969217936194	0.653931527098917	0.5394620840663809	0.653931527098917	1.0
OTUD6B	0.8192988832791647	1.2044571340084076	0.3851582507292429	0.6538575304229125	0.5330730349761621	0.6538575304229125	1.0
KCNJ6	2.8950584332148233	3.217647075653076	0.3225886424382529	0.6535939560003492	0.5336509266706295	0.6535939560003492	1.0
TERB2	0.05015377700328827	0.15931236743927002	0.10915859043598175	0.6535642095585198	0.5527356292630982	0.6535642095585198	1.0
C1orf226	0.06753453115622203	0.2144652158021927	0.14693068464597064	0.6534691831670076	0.55278705497539	0.6534691831670076	1.0
ADCY6	0.23933232544610897	0.35282647609710693	0.11349415065099797	0.6534511720237747	0.5372800319130216	0.6534511720237747	1.0
ZBTB8OS	3.8237917025883994	4.261882483959198	0.4380907813707986	0.6532595970505121	0.5319663507098413	0.6532595970505121	1.0
HES6	0.48741844296455383	0.8285236656665802	0.34110522270202637	0.6523808096364565	0.5351528086414427	0.6523808096364565	1.0
CNKSR1	2.293101412457569e-07	6.879299689899199e-07	4.58619827744163e-07	0.6523278390973611	0.5571714727762657	0.6523278390973611	1.0
PHOX2A	0.6328185200691223	0.8430666625499725	0.21024814248085022	0.652282083971796	0.5369975991456942	0.652282083971796	1.0
TREML2	3.480984548727671	3.950650215148926	0.4696656664212546	0.6520970183012993	0.5329134821992018	0.6520970183012993	1.0
WDR33	4.050036430358887	4.312609493732452	0.2625730633735657	0.6519521470246182	0.533158355927586	0.6519521470246182	1.0
FAM13A	3.761433164278666	4.143987238407135	0.382554074128469	0.6519159793992036	0.5327344218249702	0.6519159793992036	1.0
NMBR	0.10986408591270447	0.28829556703567505	0.17843148112297058	0.6518680570597358	0.5546445225479274	0.6518680570597358	1.0
PTGES3L	2.7765976985295615	3.073782503604889	0.2971848050753274	0.651611685688025	0.5329572445212643	0.651611685688025	1.0
MIDEAS	3.2189860343933105	3.5458295345306396	0.3268435001373291	0.651488319135597	0.5394743534006085	0.651488319135597	1.0
PBLD	3.830404003461202	4.105042636394501	0.2746386329332986	0.6514287495090345	0.5346009724466536	0.6514287495090345	1.0
RORA	4.723511298497518	5.051077485084534	0.3275661865870161	0.6513175995527426	0.5472659283714713	0.6513175995527426	1.0
GRK6	5.942152182261149	6.247938275337219	0.30578609307606985	0.6513012585759475	0.5331476211832685	0.6513012585759475	1.0
TRIM73	0.19283954302469888	0.39055073261260986	0.19771118958791098	0.6511767517967137	0.5368896219197402	0.6511767517967137	1.0
RNF185	0.35112003485361737	0.7293376624584198	0.37821762760480243	0.6511233700291784	0.538289451904994	0.6511233700291784	1.0
ZRSR2	6.702152729034424	7.061323285102844	0.3591705560684204	0.6510647731892353	0.5391005616033308	0.6510647731892353	1.0
SNF8	4.4372208913167315	4.6908241510391235	0.25360325972239206	0.650725774215662	0.535713252119029	0.650725774215662	1.0
UTP18	2.995948314666748	3.4892237186431885	0.49327540397644043	0.6506156340214394	0.5370503126686946	0.6506156340214394	1.0
FOXO3	5.649918397267659	5.921359658241272	0.27144126097361276	0.6505614111171071	0.5347756497730267	0.6505614111171071	1.0
WDR82	4.836913824081421	5.102066397666931	0.26515257358551025	0.6504608451477916	0.5425822844421608	0.6504608451477916	1.0
GADL1	1.3006224036216736	1.4904462099075317	0.18982380628585815	0.6502306791525608	0.5367065275850188	0.6502306791525608	1.0
MED28	3.911863684654236	4.147835195064545	0.23597151041030884	0.6501786861034249	0.5338586296682891	0.6501786861034249	1.0
ZNF280B	1.062696397304535	1.2460533380508423	0.18335694074630737	0.650177605989332	0.5440461569113865	0.650177605989332	1.0
SYNE1	3.1489464243253074	3.5138442516326904	0.36489782730738307	0.6501049389158466	0.5423166197581772	0.6501049389158466	1.0
ZNF592	3.4410607616106668	3.852281630039215	0.4112208684285483	0.6500547916065328	0.5338926142440975	0.6500547916065328	1.0
AP1M2	0.17734251419703165	0.5577728152275085	0.3804303010304769	0.649989315288967	0.5546734275237574	0.649989315288967	1.0
ZC2HC1A	2.0821900566418967	2.410287022590637	0.3280969659487405	0.6499558226208486	0.5395896637759252	0.6499558226208486	1.0
EPC2	5.204815785090129	5.584893226623535	0.3800774415334063	0.6492629173517037	0.5358865560795756	0.6492629173517037	1.0
KAT6A	5.489738305409749	5.848505258560181	0.3587669531504316	0.649229633921712	0.5372543565065933	0.649229633921712	1.0
PAK4	1.8333876430988312	2.195791929960251	0.3624042868614197	0.6490627914929548	0.5344836619314659	0.6490627914929548	1.0
RPL7L1	5.375524123509725	5.668335556983948	0.2928114334742231	0.6490256911522904	0.5374943814071625	0.6490256911522904	1.0
PCSK5	2.6881144642829895	2.9440414905548096	0.25592702627182007	0.64755727994649	0.5373918716378678	0.64755727994649	1.0
PISD	4.000112374623616	4.578853785991669	0.5787414113680525	0.6475396727629811	0.539530174921741	0.6475396727629811	1.0
ZNF43	2.604417105515798	2.916842460632324	0.31242535511652614	0.6475339228807803	0.5356753343061258	0.6475339228807803	1.0
ZBTB3	2.2733099361260733	2.6655706763267517	0.39226074020067836	0.6472893742331169	0.536368397126334	0.6472893742331169	1.0
NUP160	1.009034753466646	1.1995310932397842	0.1904963397731383	0.6471771243231995	0.5357333303689853	0.6471771243231995	1.0
EEF1E1	2.32254421710968	2.8901999592781067	0.5676557421684265	0.6467895307362571	0.5370861828792467	0.6467895307362571	1.0
ZZZ3	3.3419896364212036	3.634529948234558	0.2925403118133545	0.6467323313336274	0.5549951624609815	0.6467323313336274	1.0
ECI1	4.657011707623799	4.867510795593262	0.21049908796946237	0.6465268392711249	0.5406072972031282	0.6465268392711249	1.0
HUS1	3.5989455382029214	3.95048725605011	0.35154171784718846	0.6464476761517921	0.541686791190552	0.6464476761517921	1.0
ITGB8	0.9667839569350084	1.1910209506750107	0.22423699374000228	0.6462929353019191	0.5366074150528174	0.6462929353019191	1.0
ENSG00000285976	2.287062448759874	2.7303088903427124	0.44324644158283855	0.646220246057258	0.5364524591539708	0.646220246057258	1.0
CLN3	2.2806134931743145	2.7450143098831177	0.4644008167088032	0.6457509015465506	0.5369981578083887	0.6457509015465506	1.0
CFAP57	0.10898488759994507	0.33872586488723755	0.22974097728729248	0.6456534209652728	0.5570324636010427	0.6456534209652728	1.0
ZNF701	3.9699774980545044	4.3369991183280945	0.3670216202735901	0.6455336271826765	0.5503992446680319	0.6455336271826765	1.0
PRND	1.682401257256667	2.0107764303684235	0.32837517311175657	0.6453677421544995	0.5371584004926462	0.6453677421544995	1.0
CCDC13	0.41171448677778244	0.6563712917268276	0.24465680494904518	0.6453488615512789	0.5474536236875538	0.6453488615512789	1.0
PTPN6	4.9990516901016235	5.376262903213501	0.37721121311187744	0.6452581332305244	0.5408758984053926	0.6452581332305244	1.0
DENND6A	2.007087922344605	2.338154911994934	0.3310669896503291	0.6451312364387695	0.537616631043648	0.6451312364387695	1.0
TESK2	1.9685768832763035	2.57100747525692	0.6024305919806163	0.6449174157445324	0.5396159865186175	0.6449174157445324	1.0
LACC1	1.313015600045522	1.7441145181655884	0.4310989181200664	0.6446146793041527	0.5373600642711146	0.6446146793041527	1.0
LPXN	3.7309895356496177	4.1310508251190186	0.4000612894694009	0.644398797092774	0.5426924205514798	0.644398797092774	1.0
IFITM3	7.762380599975586	8.549601554870605	0.7872209548950195	0.6437997996393927	0.5476996011924075	0.6437997996393927	1.0
YY1	7.574720700581868	7.829179167747498	0.25445846716562937	0.6437149844426973	0.5476697339923042	0.6437149844426973	1.0
KIRREL3	0.15665102005004883	0.3186856135725975	0.16203459352254868	0.6436561254171649	0.5538154875005953	0.6436561254171649	1.0
NPTX1	0.23937291527787843	0.3168606348335743	0.07748771955569586	0.6435037071934858	0.5408910012691127	0.6435037071934858	1.0
KIAA2013	4.685736378033956	4.992081522941589	0.30634514490763376	0.6435005005719049	0.5386296745278338	0.6435005005719049	1.0
COL9A3	1.2948977947235107	1.7166418135166168	0.4217440187931061	0.6432043225429906	0.5408564048955159	0.6432043225429906	1.0
DNAJC30	3.029332935810089	3.292128264904022	0.2627953290939331	0.643137443093861	0.5397825910429386	0.643137443093861	1.0
ADSS1	0.09716251492500305	0.29985135793685913	0.20268884301185608	0.6430472233627248	0.5584550360221545	0.6430472233627248	1.0
PGGHG	4.8126663366953535	5.166437029838562	0.3537706931432085	0.6427876359764493	0.5401957792734915	0.6427876359764493	1.0
TTC22	2.101860205332438	2.396945357322693	0.29508515199025487	0.642781721097135	0.5425660983695049	0.642781721097135	1.0
PAXX	3.047174870967865	3.4475889801979065	0.4004141092300415	0.6425979632254795	0.5430251403799771	0.6425979632254795	1.0
NBPF26	2.288652549187342	3.1275359392166138	0.8388833900292716	0.6425925968189858	0.548075482214324	0.6425925968189858	1.0
KDSR	3.1979313691457114	3.4893811345100403	0.29144976536432887	0.6425261250961335	0.5510956070388391	0.6425261250961335	1.0
HLA-DMB	4.636616309483846	5.057387709617615	0.420771400133769	0.6423187682636017	0.5390632261859073	0.6423187682636017	1.0
TAPBPL	2.594085176785787	2.922127425670624	0.3280422488848367	0.6420891834471425	0.5388564689503371	0.6420891834471425	1.0
IER5	4.9122220277786255	5.228233098983765	0.31601107120513916	0.6414843093875783	0.5461799349259204	0.6414843093875783	1.0
GLDN	0.41455626239379245	0.5645239166915417	0.14996765429774922	0.6413130839058814	0.541777424004168	0.6413130839058814	1.0
KCNG4	1.815474957227707	2.1831783652305603	0.3677034080028534	0.6411636134376197	0.5424296725397928	0.6411636134376197	1.0
NKAIN3	4.175979653994243	4.509343504905701	0.33336385091145804	0.6410719589525204	0.5402376230483525	0.6410719589525204	1.0
TTC34	0.34077316025892895	0.4412866085767746	0.10051344831784564	0.6410379469496411	0.5397750024535798	0.6410379469496411	1.0
F11R	5.074481248855591	5.3669469356536865	0.2924656867980957	0.6410266089065956	0.5406773480111978	0.6410266089065956	1.0
ENSG00000285330	0.19700837135314941	0.3970353454351425	0.2000269740819931	0.6403916567850201	0.5436397370215141	0.6403916567850201	1.0
MED13	3.700212041536967	3.9094720482826233	0.20926000674565648	0.6403251026631301	0.5425337213853353	0.6403251026631301	1.0
PLXDC1	2.4015037218729653	2.735466420650482	0.33396269877751683	0.6401128211785956	0.5426519607909552	0.6401128211785956	1.0
POU5F1	3.2549787933627763	3.814168393611908	0.5591896002491317	0.639846517046886	0.5401673551191526	0.639846517046886	1.0
PPP1R11	3.9652368625005088	4.256796181201935	0.29155931870142604	0.6396012347509595	0.5422174706819785	0.6396012347509595	1.0
TIMP2	5.636078437169393	5.992809176445007	0.3567307392756147	0.6394896736251646	0.540892585180424	0.6394896736251646	1.0
PRKAB2	1.8298861583073933	2.133737564086914	0.30385140577952074	0.639439973597681	0.5451936805428229	0.639439973597681	1.0
IQCN	4.30339789390564	5.028891324996948	0.7254934310913086	0.6394359149590441	0.5404659305004551	0.6394359149590441	1.0
ZFP30	2.0852988560994468	2.480365127325058	0.3950662712256112	0.638955944289939	0.545896902612217	0.638955944289939	1.0
SLC22A1	2.5500656763712564	3.261447310447693	0.7113816340764365	0.6388862389488187	0.5407573213671444	0.6388862389488187	1.0
ANKH	4.412523905436198	4.586197853088379	0.1736739476521807	0.6385901188922558	0.5497899695970533	0.6385901188922558	1.0
RIPK2	2.5708813865979514	3.2616287022829056	0.6907473156849542	0.6385827242652041	0.5474862894553181	0.6385827242652041	1.0
EGF	0.34988998373349506	0.5439610294997692	0.19407104576627415	0.6384786714082401	0.5544281087813847	0.6384786714082401	1.0
SULT1A1	6.254877964655559	6.639018297195435	0.384140332539876	0.6382738366421815	0.5413347400942473	0.6382738366421815	1.0
PATE4	2.0231425389647484	2.4488118290901184	0.42566929012537	0.6378845236801702	0.5431105321266376	0.6378845236801702	1.0
ARMC12	0.6092158555984497	1.0376922190189362	0.42847636342048645	0.6378093730780908	0.5544133428610046	0.6378093730780908	1.0
F2	0.19435529907544455	0.3630107417702675	0.16865544269482294	0.6376956185336001	0.5535482115006176	0.6376956185336001	1.0
PHAX	4.632327874501546	4.941802620887756	0.3094747463862104	0.6376716382732793	0.5522733617691189	0.6376716382732793	1.0
CAPRIN2	2.3559225598971048	2.4807403087615967	0.12481774886449193	0.6374205517522181	0.54166102822433	0.6374205517522181	1.0
SANBR	2.23369729022185	2.5583435595035553	0.32464626928170537	0.6368740597575427	0.5429219818520807	0.6368740597575427	1.0
